StdInChIKey,SMILES,Dataset1,LogS1,T1,Dataset2,LogS2,T2,Dataset3,LogS3,T3,N_datapoints,SD_error,Error_note,Pred_comment,LogS Changed?,LogS_mean,LogS_median
UHIFHPBBOPIWEO-UHFFFAOYSA-N,CCOc1ccc(c2cccnc12)NC(=O)C,Aq_Sol_DB,-1.5171,,reaxys_water,-1.517131777,20,,,,2,,,,,-1.517115889,-1.517115889
UHJVLUYSDYOULM-UHFFFAOYSA-N,CC(C)CCC(C)Nc1ccc(cc1)Nc1ccccc1,Aq_Sol_DB,-5.624837561,,,,,,,,1,,,,,-5.624837561,-5.624837561
UHMAPOLDLKSAOI-UHFFFAOYSA-N,c1ccc(cc1)C(=O)NNC(=O)c1ccncc1,Aq_Sol_DB,-2.54,,,,,,,,1,,,,,-2.54,-2.54
UHMZMRDLSTXXNJ-NRFANRHFSA-N,c1ccc(cc1)COc1ccc(cn1)c1ccccc1COC1Cn2cc(nc2OC1)N(=O)=O,reaxys_water,-5.582132519,20,,,,,,,1,,,,,-5.582132519,-5.582132519
UHNUHZHQLCGZDA-UHFFFAOYSA-N,C(Cc1ccc(cc1)N)c1ccc(cc1)N,Aq_Sol_DB,-3.645700574,,,,,,,,1,,,,,-3.645700574,-3.645700574
UHOKSCJSTAHBSO-UHFFFAOYSA-N,c1ccc2c(c1)c(=O)c1ccc3c(c1c2=O)[nH]c1ccc2c(c1[nH]3)c(=O)c1ccccc1c2=O,Aq_Sol_DB,-7.946874563,,,,,,,,1,,,,,-7.946874563,-7.946874563
UHONRUDDOVMSCJ-UHFFFAOYSA-N,CC1(C)C2CCC(C2)C(=O)C1=O,Aq_Sol_DB,-1.52,,ons_water,-1.523,,,,,2,,,,,-1.5215,-1.5215
UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,Aq_Sol_DB,-1.642308875,,,,,,,,1,,,,,-1.642308875,-1.642308875
UHPDROGOQWZCNC-UHFFFAOYSA-N,CC(=O)Oc1ccc(cc1C1c2cc(ccc2OC1=O)C(C)(C)CC(C)(C)C)C(C)(C)CC(C)(C)C,Aq_Sol_DB,-6.692582562,,,,,,,,1,,,,,-6.692582562,-6.692582562
UHSJNNFEGHBUMV-UHFFFAOYSA-N,CCC(C)C(C(=O)OCCCCOC(=O)C(C)c1ccc2cc(ccc2c1)OC)N,Aq_Sol_DB,-4.52,,,,,,,,1,,,,,-4.52,-4.52
UHWBGWWOTKVSDD-UHFFFAOYSA-N,C(C#N)CN(CCO)c1ccc(cc1)N=Nc1ccc(cc1Cl)[N+](=O)[O-],Aq_Sol_DB,-6.13,,,,,,,,1,,,,,-6.13,-6.13
UHWURQRPEIFIAK-UHFFFAOYSA-N,Cc1c(cc2c(c1N(=O)=O)C(C)(C)CC2(C)C)N(=O)=O,reaxys_water,-1.33723769,22,,,,,,,1,,,,,-1.33723769,-1.33723769
UHXUZOCRWCRNSJ-DAXSKMNVSA-N,CC(=NOC(=O)NC)SC,Aq_Sol_DB,-1.21,,,,,,,,1,,,,,-1.21,-1.21
UHXUZOCRWCRNSJ-QPJJXVBHSA-N,CC(=NOC(=O)NC)SC,Aq_Sol_DB,-0.4466,,,,,,,,1,,,,,-0.4466,-0.4466
UHZUKUTVMBPNLC-OQLLNIDSSA-N,c1ccc(c(c1)C(=O)NO)N=Cc1ccccn1,ons_water,-3.206,,reaxys_water,-3.206374263,20,,,,2,,,,,-3.206187132,-3.206187132
UIAFKZKHHVMJGS-UHFFFAOYSA-N,c1cc(c(cc1O)O)C(=O)O,Aq_Sol_DB,-1.41,,,,,,,,1,,,,,-1.41,-1.41
UIBLWJMAOKDSRF-UHFFFAOYSA-N,c1c(c(c(C(=O)O)o1)Cl)Cl,Aq_Sol_DB,-1.8263,,,,,,,,1,,,,,-1.8263,-1.8263
UIDOPEHKLZEMIF-UHFFFAOYSA-N,CC1CC2C(CC(C(C)O2)C(=O)N)C(C)O1,reaxys_water,-1.144419474,15,,,,,,,1,,,,,-1.144419474,-1.144419474
UIDWQGRXEVDFCA-XCVCLJGOSA-N,c1cc([N+](=O)[O-])oc1C=NN1CC(=O)N(CO)C1=O,Aq_Sol_DB,-2.91,,,,,,,,1,,,,,-2.91,-2.91
UIEJEXBQVZLMGC-UHFFFAOYSA-N,CCCCCCCCCCNCC(CO)O,Aq_Sol_DB,-3.11,,reaxys_water,2.255274382,20,,,,2,,,,,-0.427362809,-0.427362809
UIHCLUNTQKBZGK-UHFFFAOYSA-N,CCC(C)C(=O)C,ons_water,-0.67,,Aq_Sol_DB,-0.6805,,,,,2,,,,,-0.67525,-0.67525
UIJGCCLNZYPVFJ-UHFFFAOYSA-N,CC(=O)OCn1c2c(cn1)c(=O)[nH]cn2,Aq_Sol_DB,-2.56,,,,,,,,1,,,,,-2.56,-2.56
UIKGLXJNZXSPGV-UHFFFAOYSA-N,Cc1c(C)nnc(N)n1,Aq_Sol_DB,-1.0939,,,,,,,,1,,,,,-1.0939,-1.0939
UILALIJMTSYZSE-UHFFFAOYSA-N,CCS(=O)CCSP(=S)(OC)OC,Aq_Sol_DB,-0.9137,,,,,,,,1,,,,,-0.9137,-0.9137
UILPJVPSNHJFIK-UHFFFAOYSA-N,CC(=O)c1ccc(cc1O)OC,reaxys_water,-1.530374834,25,,,,,,,1,,,,,-1.530374834,-1.530374834
UIPDOEPZZQRQKQ-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)O)Nc1cccc(c1)N,Aq_Sol_DB,-4.09,,,,,,,,1,,,,,-4.09,-4.09
UIVPNOBLHXUKDX-UHFFFAOYSA-N,CC(CCOC(=O)CC(C)CC(C)(C)C)CC(C)(C)C,Aq_Sol_DB,-8.277966587,,,,,,,,1,,,,,-8.277966587,-8.277966587
UIXFPIHXQQZAGX-UHFFFAOYSA-N,COc1ccc(cc1)NC(=O)c1cc2ccccc2cc1O,Aq_Sol_DB,-5.263224655,,,,,,,,1,,,,,-5.263224655,-5.263224655
UJAOSPFULOFZRR-UHFFFAOYSA-N,CC(=O)Nc1ccc(cc1)OC(=O)C,Aq_Sol_DB,-1.9076,,reaxys_water,-1.958652683,25,,,,2,,,,,-1.933126342,-1.933126342
UJAWGGOCYUPCPS-UHFFFAOYSA-N,CC(C)(c1ccccc1)c1ccc(cc1)Nc1ccc(cc1)C(C)(C)c1ccccc1,Aq_Sol_DB,-7.782007082,,,,,,,,1,,,,,-7.782007082,-7.782007082
UJBOOUHRTQVGRU-UHFFFAOYSA-N,CC1CCCC(=O)C1,Aq_Sol_DB,-1.8738,,,,,,,,1,,,,,-1.8738,-1.8738
UJJUHXAJSRHWFZ-UHFFFAOYSA-N,CC(C)CC(C(=O)NC(C(C)C)C(=O)O)NC(=O)C(C)N,reaxys_water,-1.835670398,25,,,,,,,1,,,,,-1.835670398,-1.835670398
UJMDYLWCYJJYMO-UHFFFAOYSA-N,c1cc(c(c(c1)C(=O)O)C(=O)O)C(=O)O,Aq_Sol_DB,-0.837,,,,,,,,1,,,,,-0.837,-0.837
UJNGLGOZLJRNNN-UHFFFAOYSA-N,c1ccc(cc1)OP(=O)(Oc1ccccc1)Oc1ccc(cc1)[N+](=O)[O-],ons_water,-4.959,,reaxys_water,-4.959048411,25,Aq_Sol_DB,-4.96,,3,0.000563895,,,,-4.95934947,-4.959048411
UJNOLBSYLSYIBM-NOOOWODRSA-N,CC(C)C1CCC(C)CC1OC(=O)C(C)O,Aq_Sol_DB,-2.979987205,,,,,,,,1,,,,,-2.979987205,-2.979987205
UJOBWOGCFQCDNV-UHFFFAOYSA-N,c1ccc2c(c1)c1ccccc1[nH]2,Aq_Sol_DB,-5.21042762,,ons_water,-4.97,,,,,2,,,,,-5.09021381,-5.09021381
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,CC(F)(F)F,Aq_Sol_DB,-2.043101387,,,,,,,,1,,,,,-2.043101387,-2.043101387
UJPPXNXOEVDSRW-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OC(C)C,Aq_Sol_DB,-5.38453799,,,,,,,,1,,,,,-5.38453799,-5.38453799
UJQLDFMZDSDZEY-UHFFFAOYSA-N,CC(=O)NC(=O)NC(=O)C,Aq_Sol_DB,-0.3137,,,,,,,,1,,,,,-0.3137,-0.3137
UJRDRFZCRQNLJM-UHFFFAOYSA-N,CC(C)(C)c1cc(CCC(=O)OC)cc(c1O)n1nc2ccccc2n1,Aq_Sol_DB,-6.849323576,,,,,,,,1,,,,,-6.849323576,-6.849323576
UJUHYRDNSIRHHG-UHFFFAOYSA-N,CCOc1ccc(cc1)NC(=O)CO,Aq_Sol_DB,-2.1058,,,,,,,,1,,,,,-2.1058,-2.1058
UJVLDDZCTMKXJK-UHFFFAOYSA-N,CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC12CCC(=O)O1,Aq_Sol_DB,-4.100706158,,,,,,,,1,,,,,-4.100706158,-4.100706158
UJXAIAIZGQQXIX-UHFFFAOYSA-N,CC(C)OC(=O)CC(C(=O)OC(C)C)S(=O)(=O)c1ccc(cc1)[N+](=O)[O-],Aq_Sol_DB,-4.29,,,,,,,,1,,,,,-4.29,-4.29
UKADPXJGNACTCY-UHFFFAOYSA-N,C(=C(C(Cl)Cl)Cl)=C(Cl)Cl,Aq_Sol_DB,-4.23,,,,,,,,1,,,,,-4.23,-4.23
UKAUYVFTDYCKQA-VKHMYHEASA-N,C(CO)C(C(=O)O)N,Aq_Sol_DB,0.924,,,,,,,,1,,,,,0.924,0.924
UKFXDFUAPNAMPJ-UHFFFAOYSA-N,CCC(C(=O)O)C(=O)O,Aq_Sol_DB,0.7315,,,,,,,,1,,,,,0.7315,0.7315
UKFXMSBXHCEXIK-UHFFFAOYSA-N,C(=C(Br)Br)(C(=O)O)Br,Aq_Sol_DB,-1.3593,,,,,,,,1,,,,,-1.3593,-1.3593
UKJARPDLRWBRAX-UHFFFAOYSA-N,CC1(C)CC(CC(C)(C)N1)NCCCCCCNC1CC(C)(C)NC(C)(C)C1,Aq_Sol_DB,-2.350745656,,,,,,,,1,,,,,-2.350745656,-2.350745656
UKLOORXNVRHFRM-UHFFFAOYSA-N,C=CC(C)(Cc1ccccc1)C#N,Aq_Sol_DB,-3.000616717,,,,,,,,1,,,,,-3.000616717,-3.000616717
UKMSUNONTOPOIO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCC(=O)O,Aq_Sol_DB,-7.32811446,,,,,,,,1,,,,,-7.32811446,-7.32811446
UKNRKCGOFASYEU-MBNPSQQBSA-N,Cc1c(C)noc1N=C1C=C(C(=NOCC(=O)O)c2ccccc12)O,reaxys_water,-3.564682606,25,,,,,,,1,,,,,-3.564682606,-3.564682606
UKPJPZXEZGCHQJ-UIECSGEXSA-N,CCCCCC(C=CC1C(CC=CCCCC(=O)Oc2ccc3c(c2)CC(=O)N3)C(CC1O)O)O,reaxys_water,-4.22240447,25,,,,,,,1,,,,,-4.22240447,-4.22240447
UKSKIENIGGVZIP-UHFFFAOYSA-N,c1cnc(nc1)NC(=O)c1cnccn1,Aq_Sol_DB,-0.3036,,ons_water,-0.304,,reaxys_water,-0.303599915,22,3,0.000230965,,,,-0.303733305,-0.3036
UKSLKNUCVPZQCQ-GZTJUZNOSA-N,c1cc(ccc1C(=NOCC1OCCO1)C(F)(F)F)Cl,Aq_Sol_DB,-4.0138,,,,,,,,1,,,,,-4.0138,-4.0138
UKUHRIHGVXNNCI-UHFFFAOYSA-N,CC(c1ccc2cc(ccc2c1)OC)C(=O)OCC(=O)N(C)CCO,Aq_Sol_DB,-3.39,,,,,,,,1,,,,,-3.39,-3.39
UKVLTPAGJIYSGN-UHFFFAOYSA-N,c1cc(c(cc1Cl)Cl)C(Cn1ccnc1)O,Aq_Sol_DB,-3.264007824,,,,,,,,1,,,,,-3.264007824,-3.264007824
UKXSKSHDVLQNKG-UHFFFAOYSA-N,c1ccc(cc1)C(c1ccccc1)(C(=O)O)O,reaxys_water,-2.157965002,25,Aq_Sol_DB,-2.2092,,,,,2,,,,,-2.183582501,-2.183582501
ULBXWWGWDPVHAO-UHFFFAOYSA-N,C#CC(C)OC(=O)Nc1cccc(c1)Cl,ons_water,-2.62,,Aq_Sol_DB,-2.6172,,,,,2,,,,,-2.6186,-2.6186
ULDHMXUKGWMISQ-SECBINFHSA-N,C=C(C)C1CC=C(C)C(=O)C1,Aq_Sol_DB,-2.0608,,,,,,,,1,,,,,-2.0608,-2.0608
ULGAVXUJJBOWOD-UHFFFAOYSA-N,CC(C)(C)c1ccc(cc1)OP(=O)(Oc1ccccc1)Oc1ccccc1,Aq_Sol_DB,-5.0774,,,,,,,,1,,,,,-5.0774,-5.0774
ULLWVDKMTKASGV-UHFFFAOYSA-N,c1ccc(cc1)C(=S)NCO,Aq_Sol_DB,-1.14,,,,,,,,1,,,,,-1.14,-1.14
ULNFPCOUOULOPX-UHFFFAOYSA-N,CC(=O)c1cccc(c1)NC(=O)Nc1cccc(c1)C(=O)C,reaxys_water,-2.787822628,15,,,,,,,1,,,,,-2.787822628,-2.787822628
ULQISTXYYBZJSJ-UHFFFAOYSA-N,CCCCCCC(CCCCCCCCCCC(=O)O)O,Aq_Sol_DB,-5.488370089,,,,,,,,1,,,,,-5.488370089,-5.488370089
ULSIYEODSMZIPX-UHFFFAOYSA-N,c1ccc(cc1)C(CN)O,Aq_Sol_DB,-0.4764,,ons_water,-0.48,,,,,2,,,,,-0.4782,-0.4782
ULSLJYXHZDTLQK-UHFFFAOYSA-N,c1ccc2c(c1)CCCC2c1c(c2ccccc2oc1=O)O,Aq_Sol_DB,-4.86,,,,,,,,1,,,,,-4.86,-4.86
ULTHEAFYOOPTTB-UHFFFAOYSA-N,C(CCBr)CBr,Aq_Sol_DB,-2.790216782,,,,,,,,1,,,,,-2.790216782,-2.790216782
ULUIMLJNTCECJU-UHFFFAOYSA-N,c1cc(c(cc1S(=O)(=O)O)N)O,Aq_Sol_DB,-1.829744737,,,,,,,,1,,,,,-1.829744737,-1.829744737
ULULAZKOCFNOIM-UHFFFAOYSA-N,CCCCCCOC(=O)c1ccc(cc1)O,reaxys_water,-3.948968195,30,Aq_Sol_DB,-3.949,,,,,2,,,,,-3.948984098,-3.948984098
ULWZFKSDBAAHEI-UHFFFAOYSA-N,c1ccc(cc1)c1[nH]c2cncnc2n1,Aq_Sol_DB,-3.06,,,,,,,,1,,,,,-3.06,-3.06
ULYZAYCEDJDHCC-UHFFFAOYSA-N,CC(C)Cl,Aq_Sol_DB,-1.4037,,,,,,,,1,,,,,-1.4037,-1.4037
ULZKCUXGSDTDQB-UHFFFAOYSA-N,CCc1c(CC)nc2c(cncn2)n1,Aq_Sol_DB,-0.18,,reaxys_water,-0.119791931,20,ons_water,-0.12,,3,0.034701236,,,,-0.139930644,-0.12
UMFDLIXUUJMPSI-UHFFFAOYSA-N,Cc1ccc(cc1O)[N+](=O)[O-],Aq_Sol_DB,-2.1851,,,,,,,,1,,,,,-2.1851,-2.1851
UMFJAHHVKNCGLG-UHFFFAOYSA-N,CN(C)N=O,Aq_Sol_DB,1.1303,,,,,,,,1,,,,,1.1303,1.1303
UMGCHKVLFPAVHF-UHFFFAOYSA-N,Cn1c(c(c(c1n1c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl)Cl,reaxys_water,-4.879057309,25,,,,,,,1,,,,,-4.879057309,-4.879057309
UMGDCJDMYOKAJW-UHFFFAOYSA-N,C(=S)(N)N,ons_water,0.32,,Aq_Sol_DB,0.188516266,,,,,2,,,,,0.254258133,0.254258133
UMIPWJGWASORKV-UHFFFAOYSA-N,C#CCCCCCC,Aq_Sol_DB,-3.662,,ons_water,-3.66,,,,,2,,,,,-3.661,-3.661
UMKANAFDOQQUKE-UHFFFAOYSA-N,CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-],Aq_Sol_DB,-5.7601,,,,,,,,1,,,,,-5.7601,-5.7601
UMKXSOXZAXIOPJ-UHFFFAOYSA-N,C1CCc2cc(ccc2C1)O,Aq_Sol_DB,-1.9948,,,,,,,,1,,,,,-1.9948,-1.9948
UMNBCVIEWOTTAP-UHFFFAOYSA-N,CCCCC(=O)NNC(=O)CCCC,reaxys_water,-2.155511715,20,Aq_Sol_DB,-2.16,,,,,2,,,,,-2.157755858,-2.157755858
UMNCSZZKGJUPKA-UHFFFAOYSA-N,CCCCCCCCOC(=O)C(C)OC(=O)C,reaxys_water,-0.909412077,25,Aq_Sol_DB,-3.39,,,,,2,,,,,-2.149706039,-2.149706039
UMNKXPULIDJLSU-UHFFFAOYSA-N,C(Cl)(Cl)F,reaxys_water,-4.217536692,24.99,Aq_Sol_DB,-0.7383,,,,,2,,,,,-2.477918346,-2.477918346
UMNZZEWMRNSNIH-UHFFFAOYSA-N,C1CCN(C1)Cc1c(c(=O)[nH]c(=O)[nH]1)Cl,reaxys_water,-1.535021904,23,Aq_Sol_DB,-1.54,,,,,2,,,,,-1.537510952,-1.537510952
UMPSXRYVXUPCOS-UHFFFAOYSA-N,c1cc(c(c(c1)O)Cl)Cl,Aq_Sol_DB,-1.6559,,,,,,,,1,,,,,-1.6559,-1.6559
UMRWPVJWNXNQFQ-AWEZNQCLSA-N,c1cc(ccc1COC1Cn2cc(nc2OC1)N(=O)=O)c1ccncc1F,reaxys_water,-4.36448064,20,,,,,,,1,,,,,-4.36448064,-4.36448064
UMTNMIARZPDSDI-UHFFFAOYSA-N,c1cc(ccc1C1C(=O)NC(=O)N1)O,Aq_Sol_DB,-2.17310492,,,,,,,,1,,,,,-2.17310492,-2.17310492
UMULQCBWOYSLKV-TXSAWVTMSA-N,c1ccc2c(c1)[nH]c(n2)SC1C(C(C(C(COC2C(C(C(C(CO)O2)O)O)O)O1)O)O)O,reaxys_water,-0.375196153,25,,,,,,,1,,,,,-0.375196153,-0.375196153
UMUYUDSQRKTBKA-UHFFFAOYSA-N,c1ccc(cc1)c1c(c2ccccc2)nc2c(c(=O)nc[nH]2)n1,Aq_Sol_DB,-3.1766,,reaxys_water,-3.176552814,20,,,,2,,,,,-3.176576407,-3.176576407
UMVMVEZHMZTUHD-UHFFFAOYSA-N,CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1,Aq_Sol_DB,-4.567302938,,,,,,,,1,,,,,-4.567302938,-4.567302938
UMWWHOXOVPIGFD-UHFFFAOYSA-N,Cn1c(=S)[nH]c(=O)c(=O)[nH]1,ons_water,-1.10068,,,,,,,,1,,,,,-1.10068,-1.10068
UNAHYJYOSSSJHH-UHFFFAOYSA-N,CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],Aq_Sol_DB,-5.13,,ons_water,-5.16,,,,,2,,,,,-5.145,-5.145
UNBZRJCHIWTUHB-UHFFFAOYSA-N,Cc1ccc2cc(C)c(C)cc2c1,Aq_Sol_DB,-5.0007,,,,,,,,1,,,,,-5.0007,-5.0007
UNDIGYDOFLWDTF-UHFFFAOYSA-N,CC(C)NC(=O)c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])N1CC1,Aq_Sol_DB,-3.5,,,,,,,,1,,,,,-3.5,-3.5
UNEATYXSUBPPKP-UHFFFAOYSA-N,CC(C)c1cccc(c1)C(C)C,Aq_Sol_DB,-6.602799271,,,,,,,,1,,,,,-6.602799271,-6.602799271
UNEXJVCWJSHFNN-UHFFFAOYSA-N,CCN(CC)CN(CC)CC,Aq_Sol_DB,-0.1995,,,,,,,,1,,,,,-0.1995,-0.1995
UNFUYWDGSFDHCW-UHFFFAOYSA-N,C1CCC(CC1)Cl,Aq_Sol_DB,-2.3752,,,,,,,,1,,,,,-2.3752,-2.3752
UNJFKXSSGBWRBZ-BJCIPQKHSA-N,C(=C(c1csc(N)n1)C(=O)NC1C(=O)N2C(=CCSC12)C(=O)O)CC(=O)O,reaxys_water,-3.382791234,25,,,,,,,1,,,,,-3.382791234,-3.382791234
UNLYSVIDNRIVFJ-UHFFFAOYSA-N,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,Aq_Sol_DB,-4.1504,,ons_water,-4.15,,,,,2,,,,,-4.1502,-4.1502
UNNGUFMVYQJGTD-UHFFFAOYSA-N,CCC(CC)C=O,Aq_Sol_DB,-1.52,,,,,,,,1,,,,,-1.52,-1.52
UNOWZWFKTDNJLH-UHFFFAOYSA-N,CCc1c(CC)nc2c(c(N)nc(=O)[nH]2)n1,Aq_Sol_DB,-3.55,,,,,,,,1,,,,,-3.55,-3.55
UNTITLLXXOKDTB-UHFFFAOYSA-N,c1ccc2c(c1)OCCOCCOCCOc1ccccc1OCCOCCOCCO2,reaxys_water,-4.054628548,25,,,,,,,1,,,,,-4.054628548,-4.054628548
UNXHWFMMPAWVPI-UHFFFAOYSA-N,C(C(C(CO)O)O)O,ons_water,0.7,,Aq_Sol_DB,0.6985,,,,,2,,,,,0.69925,0.69925
UOAMTSKGCBMZTC-UHFFFAOYSA-N,c1cc(ccc1C(c1ccc(cc1)Cl)(C(Cl)(Cl)Cl)O)Cl,Aq_Sol_DB,-5.6657,,ons_water,-5.67,,,,,2,,,,,-5.66785,-5.66785
UOBYKYZJUGYBDK-UHFFFAOYSA-N,c1ccc2cc(ccc2c1)C(=O)O,Aq_Sol_DB,-3.5639,,,,,,,,1,,,,,-3.5639,-3.5639
UOCLXMDMGBRAIB-UHFFFAOYSA-N,CC(Cl)(Cl)Cl,Aq_Sol_DB,-2.14,,,,,,,,1,,,,,-2.14,-2.14
UOCUDGZQFFDOMM-UHFFFAOYSA-N,CCOC(=O)N1CCN(CC1)CN1CCN(CC1)C(=O)OCC,reaxys_water,-0.84432116,27,Aq_Sol_DB,-0.8443,,,,,2,,,,,-0.84431058,-0.84431058
UOFGSWVZMUXXIY-UHFFFAOYSA-N,c1ccc(cc1)NNC(=S)N=Nc1ccccc1,Aq_Sol_DB,-6.61,,,,,,,,1,,,,,-6.61,-6.61
UOHLBUBEMXVTMQ-UHFFFAOYSA-N,c1cc(c(c(c1)[N+](=O)[O-])O)C(=O)Nc1ccc(cc1)Cl,Aq_Sol_DB,-4.5452,,,,,,,,1,,,,,-4.5452,-4.5452
UOIHOJLZLJLKHY-AWEZNQCLSA-N,c1cc(c2ccc(cc2)COC2Cn3cc(nc3OC2)N(=O)=O)nc(c1)F,reaxys_water,-4.935132167,20,,,,,,,1,,,,,-4.935132167,-4.935132167
UONLDZHKYCFZRW-UHFFFAOYSA-N,CC1(C)CC(CC(C)(C)N1)N(CCCCCCN(C=O)C1CC(C)(C)NC(C)(C)C1)C=O,Aq_Sol_DB,-1.539955769,,,,,,,,1,,,,,-1.539955769,-1.539955769
UOORRWUZONOOLO-OWOJBTEDSA-N,C(=CCl)CCl,Aq_Sol_DB,-1.598,,,,,,,,1,,,,,-1.598,-1.598
UOORRWUZONOOLO-UPHRSURJSA-N,C(=CCl)CCl,Aq_Sol_DB,-1.706753006,,,,,,,,1,,,,,-1.706753006,-1.706753006
UORJFFDRYWJWQH-UHFFFAOYSA-N,CCCCCCOC(=O)n1cnc2c1c(=O)n(C)c(=O)n2C,Aq_Sol_DB,-3,,,,,,,,1,,,,,-3,-3
UORJNBVJVRLXMQ-UHFFFAOYSA-N,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,reaxys_water,-1.712200421,25,Aq_Sol_DB,-1.712,,,,,2,,,,,-1.712100211,-1.712100211
UOSHUBFBCPGQAY-UHFFFAOYSA-N,CC(C)NP(=O)(F)NC(C)C,Aq_Sol_DB,-0.3574,,,,,,,,1,,,,,-0.3574,-0.3574
UOTJSUSNUMZRJG-UHFFFAOYSA-N,CC(=NNC(=O)NC1c2ccccc2Oc2ccccc12)C,ons_water,-4.169,,Aq_Sol_DB,-4.17,,reaxys_water,-4.169293745,20,3,0.000513985,,,,-4.169431248,-4.169293745
UOTMHAOCAJROQF-UHFFFAOYSA-N,c1cc(c(cc1C=O)Br)O,Aq_Sol_DB,-2.1794,,,,,,,,1,,,,,-2.1794,-2.1794
UOUBPDZUBVJZOQ-UHFFFAOYSA-N,c1ccc(cc1)C(=O)NCO,Aq_Sol_DB,-0.52,,,,,,,,1,,,,,-0.52,-0.52
UOXPDOPHJBGOQZ-UHFFFAOYSA-N,CCCCCOC(=O)OCC(CCn1cnc2cnc(N)nc12)CO,reaxys_water,-1.922559882,20,,,,,,,1,,,,,-1.922559882,-1.922559882
UPABQMWFWCMOFV-UHFFFAOYSA-N,c1ccc(cc1)CCNCc1ccccc1,Aq_Sol_DB,-2.7229,,,,,,,,1,,,,,-2.7229,-2.7229
UPFSMSDGKQSRLD-UHFFFAOYSA-N,CCCCCCC(C(=O)O)C(=O)O,reaxys_water,-1.656626902,25,Aq_Sol_DB,-1.6566,,,,,2,,,,,-1.656613451,-1.656613451
UPGSWASWQBLSKZ-UHFFFAOYSA-N,CCCCCCOCCO,Aq_Sol_DB,-1.1694,,,,,,,,1,,,,,-1.1694,-1.1694
UPHOPMSGKZNELG-UHFFFAOYSA-N,c1ccc2c(c1)ccc(c2C(=O)O)O,reaxys_water,-3.128452352,25,Aq_Sol_DB,-3.1284,,,,,2,,,,,-3.128426176,-3.128426176
UPIJOAFHOIWPLT-UHFFFAOYSA-N,CC(C)(C)c1ccc(cc1)C(=O)OC,Aq_Sol_DB,-3.739816376,,,,,,,,1,,,,,-3.739816376,-3.739816376
UPMOVJBGNREKJV-UHFFFAOYSA-N,CC(C)C1(CCN2CC3c4ccccc4CCc4cccc(C2C1)c34)O,Aq_Sol_DB,-3.81,,,,,,,,1,,,,,-3.81,-3.81
UPMXNNIRAGDFEH-UHFFFAOYSA-N,c1c(cc(c(c1Br)O)Br)C#N,Aq_Sol_DB,-3.3284,,ons_water,-3.33,,,,,2,,,,,-3.3292,-3.3292
UPOMCDPCTBJJDA-UHFFFAOYSA-N,CC(C)COC(C)(C)C,Aq_Sol_DB,0.885285625,,,,,,,,1,,,,,0.885285625,0.885285625
UPPYKNLSSLIIAZ-UHFFFAOYSA-N,c1ccc(cc1)C1CC(=O)CC(=O)C1,Aq_Sol_DB,-2.51,,reaxys_water,-2.51125162,25,,,,2,,,,,-2.51062581,-2.51062581
UPQQXPKAYZYUKO-UHFFFAOYSA-N,C(=O)(C(Cl)(Cl)Cl)N,Aq_Sol_DB,-1.0966,,,,,,,,1,,,,,-1.0966,-1.0966
UPQWMVAELITTGQ-UHFFFAOYSA-N,CCCC(=O)OCN1C(=O)C(c2ccccc2)(c2ccccc2)NC1=O,Aq_Sol_DB,-4.68,,reaxys_water,5.322208144,25,,,,2,,,,,0.321104072,0.321104072
UPRXAKRITNJEII-UHFFFAOYSA-N,CCc1nnc(NS(=O)(=O)c2ccc(cc2)NC(=O)C)s1,Aq_Sol_DB,-3.4,,,,,,,,1,,,,,-3.4,-3.4
UPSPUYADGBWSHF-UHFFFAOYSA-N,Cc1ccc(cc1)C(=O)c1ccc(CC(=O)O)n1C,Aq_Sol_DB,-4.09,,,,,,,,1,,,,,-4.09,-4.09
UPSXAPQYNGXVBF-UHFFFAOYSA-N,CCC(C)Br,Aq_Sol_DB,-3.111478098,,,,,,,,1,,,,,-3.111478098,-3.111478098
UPTOWXNJLZJTGD-UHFFFAOYSA-N,COc1ccc(c(c1)[N+](=O)[O-])OC,Aq_Sol_DB,-3.01732508,,ons_water,-3.117,,,,,2,,,,,-3.06716254,-3.06716254
UPUGLJYNCXXUQV-UHFFFAOYSA-N,CCOP(=S)(OCC)SCCS(=O)CC,Aq_Sol_DB,-1.8609,,,,,,,,1,,,,,-1.8609,-1.8609
UPWLZDAZAZFPKZ-UHFFFAOYSA-N,CCC1(CC)c2ccccc2C(=O)O1,reaxys_water,-2.864333055,25,,,,,,,1,,,,,-2.864333055,-2.864333055
