StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Longest_chain,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
WNSIHLBGVWBZIH-UHFFFAOYSA-N,"2-acetoxy-1,3-bis-(4-nitro-benzoyloxy)-propane; 2-Acetoxy-1,3-bis-(4-nitro-benzoyloxy)-propan; Glycerin-beta-acetat-alpha.alpha'-bis-(4-nitro-benzoat)",CC(=O)OC(COC(=O)C1=CC=C(C=C1)N(=O)=O)COC(=O)C1=CC=C(C=C1)N(=O)=O,100 g solvent dissolves. 2.34 g Substance.,-1.371742918,C,21,272.788,432.343,161,-1595.314178,-1595.338724,-0.02454587,-1595.039076,-1595.06471,-0.025634,4.1287,5.2986,-0.30183,0.13256,-0.12545,0.27386,697.1029053,-5.13605,-0.2432,-0.78019,0.83284,-4.13345,47,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
WOUBWJAJSXAOIV-UHFFFAOYSA-N,"benzene-1,4-disulfonamide; Benzol-1,4-disulfonamid; Benzoldisulfonsaeure-(1,4)-diamid; Benzol-1,4-disulfonsaeure-diamid; Benzol-1.4-disulfonamid; Benzol-p-bissulphonamid",NS(=O)(=O)C1=CC=C(C=C1)S(N)(=O)=O,40,-0.771354104,D,25,111.022,236.273,288,-1440.122597,-1440.144632,-0.02203487,-1440.011502,-1440.031605,-0.020103,0.0014,0.0013,-0.2902,0.17769,-0.08032,0.26223,400.5991821,-3.86035,-1.42533,-1.12708,2.29629,-1.52193,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1
WPYMKLBDIGXBTP-UHFFFAOYSA-N,benzoic acid; benzoate,OC(=O)C1=CC=CC=C1,1000 g solvent dissolves. 508 g Substance.,0.513935905,E,25,83.462,122.123,121.5,-420.8419288,-420.8495517,-0.007622873,-420.758313,-420.766346,-0.008033,2.1753,2.9144,-0.27195,0.19293,-0.06508,0.24398,289.0710754,-1.37152,-0.46711,-0.72381,0.81286,-1.37152,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
WURBFLDFSFBTLW-UHFFFAOYSA-N,benzil; dibenzoyl; diphenylglyoxal,O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,solvent dependence; Solubility: 16 mol-percent,0.334813507,E,25,176.005,210.232,94.5,-689.9798164,-689.9899727,-0.010156256,-689.820239,-689.831326,-0.011087,3.531,5.4808,-0.24945,0.16385,-0.09416,0.22148,425.0053711,-1.14884,-1.454,-0.57442,0.51133,-1.14884,26,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
WXTMDXOMEHJXQO-UHFFFAOYSA-N,"2,5-dihydroxybenzoic acid.; gentistic acid; 2,5-Dihydroxybenzoic Acid",OC(=O)C1=CC(O)=CC=C1O,100,-0.187864636,D,25,102.484,154.122,203,-571.2924293,-571.3037445,-0.011315202,-571.202357,-571.214202,-0.011845,2.849,3.8903,-0.22598,0.18533,-0.07268,0.19801,310.767334,-2.83402,0.4394,-0.72604,0.81621,-2.83402,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
WXUZAHCNPWONDH-DYTRJAOYSA-N,"dimoxystrobin; 2-((2-(2,5-dimethylphenoxymethyl)-phenyl))-(E)-2-methoximino-N-methlacetamide; (E)-2-(methoxyimino)-2-[o-((2,5-dimethylphenoxy)methyl)phenyl]-N-methylacetamide; (E)-2-methoxyimino-N-methyl-2-[2-(2,5-dimethylphenoxymethyl)phenyl]acetamide; (E)-2-(methoxyimino)-N-methyl-2-[alpha-(2,5-xylyloxy)-o-tolyl]acetamide; dimoxystrobin pestanal; kresoxim amine",CNC(=O)C(=N\OC)\C1=C(COC2=CC(C)=CC=C2C)C=CC=C1,68.5,-0.678052926,D,20,265.173,326.395,138.9,-1072.437746,-1072.452374,-0.01462807,-1072.118285,-1072.132112,-0.013827,4.3022,3.8616,-0.21375,0.19241,-0.0656,0.18578,615.364624,-1.64433,-3.18165,-0.7011,0.63837,-2.40689,46,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
WYEHFWKAOXOVJD-UHFFFAOYSA-N,"N-(2,4-difluorophenyl)-2-(3-trifluoromethylphenoxy)-3-pyridinecarboxamide",FC1=CC=C(NC(=O)C2=C(OC3=CC(=CC=C3)C(F)(F)F)N=CC=C2)C(F)=C1,100,-0.595827879,D,20,248.524,394.301,159.75,-1489.881225,-1489.895963,-0.01473734,-1489.670199,-1489.686478,-0.016279,4.7887,6.8987,-0.24558,0.19017,-0.06784,0.21761,619.0411987,-1.16435,0.9469,-0.64163,1.09581,-4.10538,39,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
WYJKJOYWHVMPFL-UHFFFAOYSA-N,2-(naphthalen-1-yloxy)propanamide; 2-[1]naphthyloxy-propionic acid amide; 2-[1]Naphthyloxy-propionsaeure-amid; rac.-2-(alpha-Naphthoxy)-propionamid; 2-(alpha-Naphthoxy)-propionamid; 2-(1-Naphthyloxy)propionamid; 2-(1-Naphthoxy)-propionamid,CC(OC1=CC=CC2=CC=CC=C12)C(N)=O,Solubility: 2.24 weight-percent,-1.08782952,C,25,185.498,215.252,171.85,-708.4617022,-708.4741548,-0.012452609,-708.268466,-708.280674,-0.012208,2.9265,3.7415,-0.21818,0.20684,-0.05117,0.19021,428.4027405,-1.26408,-1.57166,-0.84227,0.66859,-2.10635,29,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
XCDXSSFOJZZGQC-UHFFFAOYSA-N,"N,N-bis(2-chloroethyl)-2-naphthylamine; bis-(2-chloro-ethyl)-[2]naphthyl-amine; Bis-(2-chlor-aethyl)-[2]naphthyl-amin; Chlornaphazin; N,N-bis(2-chloroethyl)-2-naphthalenamine; chlornaphazine",ClCCN(CCCl)C1=CC2=CC=CC=C2C=C1,840,0.495843183,E,15,196.867,268.186,55,-1517.699956,-1517.709748,-0.0097928,-1517.484755,-1517.495113,-0.010358,0.9395,0.8125,-0.2057,0.20804,-0.04997,0.17773,486.0710144,0,-3.12686,-0.47875,0.26679,-0.7096,32,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
XCXDKIUJEGJDJL-YIZNBMETSA-N,cholesteryl hydrogenoxalate; Oxalsaeure-monocholesterylester; Cholesteryl-hydrogenoxalat,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)C(O)=O,64,-0.855331724,D,20,365.947,458.682,118.375,-1433.758293,-1433.770997,-0.01270313,-1433.115761,-1433.128551,-0.01279,2.3074,2.2725,-0.24321,0.18984,-0.06817,0.21524,789.7727051,-2.40671,-8.88564,-0.69027,0.74048,-2.40671,79,3,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1
XEZVDURJDFGERA-UHFFFAOYSA-N,tricosanoic acid; Tricosanoic acid; n-Tricosanoic acid; tri-cosanoic acid; tricosylic acid; C23:0; 23:0,CCCCCCCCCCCCCCCCCCCCCCC(O)=O,10,-1.549759551,C,15,396.76,354.617,78.75,-1054.705266,-1054.713116,-0.00785026,-1054.113661,-1054.118484,-0.004823,1.5958,2.1581,-0.28674,0.25237,-0.00564,0.25877,870.5786743,-1.37563,-9.62713,-0.72611,0.83151,-1.37563,71,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
XGNHEICZCRPVHP-UHFFFAOYSA-N,"tris(1,2-dioxyphenyl)cyclotriphosphazene",O1C2=C(OP11=NP3(OC4=C(O3)C=CC=C4)=NP3(OC4=C(O3)C=CC=C4)=N1)C=CC=C2,Solubility: 0.2531 g/100g solvent,-2.363869395,B,25.19,339.128,459.231,245,-2332.985169,-2332.999906,-0.01473756,-2332.751538,-2332.767072,-0.015534,0.0101,0.0019,-0.24179,0.23134,-0.02667,0.21382,671.3615723,-4.60185,-1.606,-1.45718,2.4671,-1.57235,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
XIUUSFJTJXFNGH-UHFFFAOYSA-N,"mebicar; 2,4,6,8-tetramethyl-2,4,6,8-tetraazabicyclo<3.3.0>octane-3,7-dione; 1,3,4,6-tetramethyltetrahydroimidazo[4,5-d]imidazole-2,5(1H,3H)-dione; (2,4,6,8-tetramethyl-2,4,6,8-tetraazabicyclo[3.3.0]octane-3,7-dione); 2,4,6,8-tetramethyl-2,4,6,8-tetraazabicyclo[3.3.0]-octane-3,7-dione; 2,4,6,8-tetramethyl-2,4,6,8-tetraazabicyclo(3.3.0)octane-3,7-dione; 2,4,6,8-tetramethyl-2,4,6,8-tetraazabicyclo[3.3.0]octane-3,7-dione",CN1C2C(N(C)C1=O)N(C)C(=O)N2C,Solubility: 2.99 weight-percent,-0.926617581,D,19,133.051,198.225,227.84,-682.8062293,-682.823324,-0.01709479,-682.613138,-682.631385,-0.018247,3.8629,5.7072,-0.24727,0.2426,-0.01541,0.2193,383.6289673,-1.42338,0.07018,-0.71169,0.84321,-3.5395,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
XJYDCCKHUXCATF-UHFFFAOYSA-N,"2,3,4,5,6-pentanitroaniline 1,2-dichloroethane; 2,3,4,5,6-pentanitroaniline; aminopentanitrobenzene; Pentanitroaniline; 2,3,4,5,6-pentanitro-aniline; 2,3,4,5,6-Pentanitro-anilin; pentanitroaniline",NC1=C(C(=C(C(=C1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,238.095,-0.125835238,D,20,178.828,318.116,197.5,-1310.082094,-1310.10252,-0.02042572,-1310.002153,-1310.022453,-0.0203,5.7755,8.6387,-0.31378,0.07879,-0.17922,0.28581,420.1282959,-3.46057,0.73657,-0.72782,0.50422,-1.67745,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
XKEFYDZQGKAQCN-UHFFFAOYSA-N,"1,3,5-trichlorobenzene;  1,3,5-trichlorobenzene; 3,5-dichlorophenyl chloride; 1 ,3,5-trichlorobenzene; 1,3,5-Trichlorobenzene; 1,3,5-dichlorobenzene; 1,3,5-TCBz",ClC1=CC(Cl)=CC(Cl)=C1,Solubility: 11.59 molpercent,0.19477696,E,24.99,99.092,181.449,63,-1611.042511,-1611.045159,-0.00264789,-1611.004989,-1611.007759,-0.00277,0.0005,0.0013,-0.27311,0.20713,-0.05088,0.24514,315.5310364,0,-0.89068,-0.26233,0.28267,0.04284,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
XLWKIQKOAXZPLJ-UHFFFAOYSA-N,"N,N'-bis-(4-dimethylamino-phenyl)-N-(3-methyl-crotonoyl)-urea; N,N'-Bis-(4-dimethylamino-phenyl)-N-(3-methyl-crotonoyl)-harnstoff",CN(C)C1=CC=C(NC(=O)N(C(=O)\C=C(/C)C)C2=CC=C(C=C2)N(C)C)C=C1,100 g solvent dissolves. 2.11 g Substance.,-1.361191135,C,20,329.772,380.49,141,-1224.702065,-1224.720717,-0.01865141,-1224.295901,-1224.315026,-0.019125,5.1644,7.6368,-0.18437,0.21887,-0.03914,0.1564,714.7385254,-1.323,-3.64672,-0.72134,0.83283,-3.46189,56,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
XPOFTPYDSZJRKX-VOVZHTNUSA-N,"11alpha-hydroxy-16alpha,17alpha-epoxyprogesterone; 11alpha-hydroxy-16alpha,17alpha-epoxyprogesterone; 11alpha-hydroxy-16alpha,17-epoxyprogesterone; 16alpha,17-epoxy-11alpha-hydroxy-pregn-4-ene-3,20-dione; 16alpha,17-Epoxy-11alpha-hydroxy-pregn-4-en-3,20-dion",[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)CC[C@]5(C)[C@@]4([H])[C@H](O)C[C@]3(C)[C@@]1(O2)C(C)=O,Solubility: 0.1628 mol-percent,-1.657652075,C,25.2,221.986,344.451,241,-1117.977378,-1117.996045,-0.01866756,-1117.569464,-1117.588389,-0.018925,6.9243,9.3664,-0.23732,0.2044,-0.05361,0.20935,544.593811,-2.5857,-4.77743,-0.79327,0.58277,-2.5857,53,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1
XRAPDLHFGPTBQZ-UHFFFAOYSA-N,"N'-[1]naphthyl-N,N-diphenyl-urea; N'-[1]Naphthyl-N,N-diphenyl-harnstoff",O=C(NC1=CC=CC2=CC=CC=C12)N(C1=CC=CC=C1)C1=CC=CC=C1,8.3,-1.610363812,C,20,304.713,338.409,185.375,-1072.083363,-1072.096897,-0.01353337,-1071.783625,-1071.797024,-0.013399,4.1874,5.9585,-0.20589,0.20808,-0.04993,0.17792,604.3344727,-0.69492,-2.92172,-0.69492,0.84046,-1.86622,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
XRHGYUZYPHTUJZ-UHFFFAOYSA-N,para-chlorobenzoic acid,OC(=O)C1=CC=C(Cl)C=C1,24.8,-0.800254097,D,20,111.03,156.569,239,-880.4373884,-880.4449213,-0.007532949,-880.365635,-880.373581,-0.007946,1.3933,1.8986,-0.27032,0.18385,-0.07416,0.24235,313.6465454,-1.36537,-0.26536,-0.72201,0.81267,-1.36051,15,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
XSTCQMIXQXXYCY-UHFFFAOYSA-N,"2,4,8,10-tetraoxa-3,9-diphosphaspiro[5.5]undecane-3,9-dimethanol, alpha,alpha,alpha',alpha'-tetramethyl-3,9-dioxide",CC(C)(O)P1(=O)OCC2(CO1)COP(=O)(OC2)C(C)(C)O,Solubility: 0.0762 molpercent,-1.987351504,C,25.28,224.45,344.238,208,-1717.062689,-1717.0868,-0.02411149,-1716.764764,-1716.78969,-0.024926,2.0741,2.8862,-0.2838,0.24136,-0.01665,0.25583,522.2456665,-7.24164,-3.73992,-1.12838,2.40504,-2.43558,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
XTFIVUDBNACUBN-UHFFFAOYSA-N,"Hexahydro-1,3,5-trinitro-1,3,5-triazine; 1,3,5-trinitro-1,3,5-triazinane",O=N(=O)N1CN(CN(C1)N(=O)=O)N(=O)=O,Solubility: 1.93 molpercent,-0.583749167,D,20,125.756,222.117,204,-897.4455196,-897.467811,-0.022291482,-897.344411,-897.365786,-0.021375,7.5482,10.5551,-0.32061,0.15441,-0.1036,0.29264,343.4315186,-2.43978,-0.3562,-0.40711,0.63319,-1.48425,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
XUGISPSHIFXEHZ-VEVYEIKRSA-N,Cholesteryl acetate; cholesteryl acetate,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(C)=O,25,-1.234212462,C,20,378.906,428.699,115,-1284.516464,-1284.5236,-0.00713602,-1283.858562,-1283.866656,-0.008094,2.3095,3.1855,-0.23774,0.25226,-0.00575,0.20977,771.0461426,-1.21966,-10.31158,-0.77896,0.82846,-1.21966,79,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
XXVXIPPJGSLKSX-UHFFFAOYSA-N,"bis(hydroxybutyl) hexamethylene dicarbamate; N,N'-hexanediyl-bis-carbamic acid bis-(4-hydroxy-butyl ester); N,N'-Hexandiyl-bis-carbamidsaeure-bis-(4-hydroxy-butylester)",OCCCCOC(=O)NCCCCCCNC(=O)OCCCCO,5,-1.843158001,C,20,298.786,348.44,104,-1189.907395,-1189.935553,-0.02815814,-1189.482562,-1189.509606,-0.027044,0,0,-0.26173,0.25369,-0.00432,0.23376,765.1133423,-4.22154,-2.95946,-0.80822,0.93165,-5.57498,56,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
YASYVMFAVPKPKE-UHFFFAOYSA-N,Acephate; S-Methyl-O-methyl-N-acetylphosphoramidothioat,COP(=O)(NC(C)=O)SC,Solubility: 6.796 molpercent,-0.037053105,D,26.29,111.206,183.168,87.5,-1178.506724,-1178.524862,-0.01813831,-1178.397129,-1178.41384,-0.016711,4.1531,6.5968,-0.26637,0.23037,-0.02764,0.2384,371.3176575,-2.60355,-1.21175,-1.10094,2.14953,-1.58901,20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
YDCFNPFXXJRYCZ-UHFFFAOYSA-N,"2,4,6-trinitro-benzoyl azide; 2,4,6-Trinitro-benzoylazid",O=C(N=N#N)C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,100 g solvent dissolves. 4 g Substance.,-0.953518081,D,20,162.893,282.129,96,-1122.688417,-1122.705775,-0.01735785,-1122.614187,-1122.631753,-0.017566,1.5373,2.1771,-0.32277,0.10035,-0.15766,0.2948,421.305603,-2.754,0.63362,-0.56123,0.66645,-1.27622,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
YEYCQJVCAMFWCO-PXBBAZSNSA-N,cholesteryl formate; 3-beta-formyloxycholest-5-ene; 5-cholesten-3beta-yl formate; cholesterol formate; 3beta-cholesteryl formate; 3beta-formyloxy-cholest-5-ene; 3beta-Formyloxy-cholest-5-en,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC=O,62,-0.825313022,D,20,335.748,414.672,99,-1245.18446,-1245.195243,-0.01078309,-1244.551562,-1244.56319,-0.011628,5.5107,6.5791,-0.2472,0.24422,-0.01379,0.21923,739.7290649,-1.19174,-9.693,-0.68492,0.66481,-1.19174,76,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
YGSDEFSMJLZEOE-UHFFFAOYSA-N,salicylic acid; 2-hydroxy-1-benzoic acid; o-hydroxybenzoic acid,OC(=O)C1=CC=CC=C1O,Solubility: 17.924 mol-percent,0.38412846,E,25,97.296,138.123,158.625,-496.0742312,-496.0817468,-0.00751557,-495.986357,-495.9944,-0.008043,2.2749,3.111,-0.24356,0.18809,-0.06992,0.21559,296.2041016,-2.10425,-0.0164,-0.71813,0.81732,-2.10425,16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
YJGVMLPVUAXIQN-XVVDYKMHSA-N,"podofilox; (-)-podophyllotoxin; Podophyllotoxin; Podofilox; (5R,5aR,8aR,9R)-5,8,8a,9-tetrahydro-9-hydroxy-5-(3,4,5-trimethoxyphenyl)furo[3',4':6,7]naphtho[2,3-d]-1,3-dioxol-6(5aH)-one; podophillotoxin; podophyllotoxin",[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=C(C=C3OCOC3=C1)[C@@H]2O,43.0574,-0.983384521,D,20.04,322.682,414.412,180.55,-1453.359399,-1453.383588,-0.02418835,-1453.003886,-1453.028766,-0.02488,6.8384,9.694,-0.21635,0.22077,-0.03724,0.18838,637.3434448,-4.72536,-0.85741,-0.78828,0.84739,-4.72536,52,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
YKZYNOWDVPDSMO-QMMMGPOBSA-N,S(-)-2-(4-carboxy-3-hydroxybutyl)-2-cyclopenten-1-one,O[C@@H](CCC1=CCCC1=O)CC(O)=O,21.7,-0.960685547,D,20,163.652,198.219,113,-690.42117,-690.4394611,-0.018291162,-690.233952,-690.252781,-0.018829,4.2434,5.8885,-0.25604,0.19701,-0.061,0.22807,425.3102722,-2.80068,-1.38298,-0.79614,0.83392,-2.80068,28,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
YOSHYTLCDANDAN-UHFFFAOYSA-N,"2-butyl-3-{4-[2-(1H-tetrazol-5-yl)phenyl]benzyl}-1,3-diazaspiro[4.4]non-1-en-4-one; irbesartan; 2-n-butyl-3-<<2'-(1H-tetrazol-5-yl)biphenyl-4-yl>methyl>-1,3-diazaspiro<4.4>non-1-en-4-one; 2-butyl-3-{[2?-(1H-tetrazol-5-yl)-1,1?-biphenyl-4-yl]methyl}-1,3-diazaspiro[4.4]non-1-en-4-one; 2-(n-butyl)-3-[2'-(1H-tetrazol-5-yl)(1,1'-biphenyl-4-yl)methyl]-1,3-diazaspiro[4.4]non-1-en-4-one; 2-n-butyl-3-[[2'-(1H-tetrazol-5-yl)[1,1'-biphenyl]-4-yl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one; 2-butyl-3-[[2'-(1H-tetrazole-5-yl)(1,1'-biphenyl)-4-yl]methyl]-1,3-diazaspiro[4,4]non-1-en-4-one",CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1,Solubility: 67.8E-3 molpercent,-3.038076782,A,25.09,353.413,428.537,181.5,-1373.290905,-1373.316732,-0.02582708,-1372.857317,-1372.88175,-0.024433,7.3066,10.9074,-0.24405,0.19432,-0.06369,0.21608,750.3731689,-0.65817,-4.71879,-0.68788,0.71955,-2.55889,60,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
YQJPLPIXXNODAV-UHFFFAOYSA-N,"N,N'-bis-(4-dimethylamino-phenyl)-N-tridecanoyl-urea; N,N'-Bis-(4-dimethylamino-phenyl)-N-tridecanoyl-harnstoff",CCCCCCCCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,5.52,-1.952421268,C,18,469.856,494.721,125.7,-1540.437303,-1540.460097,-0.02279453,-1539.796662,-1539.818983,-0.022321,8.989,12.961,-0.18497,0.2285,-0.02951,0.157,982.5618286,-1.30927,-7.76159,-0.68801,0.84243,-3.45375,82,11,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
YQUVCSBJEUQKSH-UHFFFAOYSA-N,"3,4-Dihydroxybenzoic acid; protocatechuic acid; procatechuic acid",OC(=O)C1=CC(O)=C(O)C=C1,100,-0.187864636,D,25,118.536,154.122,199,-571.2885133,-571.301056,-0.012542755,-571.19958,-571.212937,-0.013357,1.0395,1.3513,-0.239,0.19993,-0.05808,0.21103,315.1465759,-2.83029,0.42302,-0.73694,0.80888,-2.83029,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
YRPYUECFYIYBGG-UHFFFAOYSA-N,"4-chloro-N2-phenylbenzene-1,2-diamine; N1-phenyl-5-chloro-o.phenylenediamine; 5-chloro-N?-phenylbenzene-1,2-diamine; 5-chloro-N1-phenylbenzene-1,2-diamine; 2-Amino-5-chlordiphenylamin; 4-chloro-N2-phenyl-o-phenylenediamine; 4-Chlor-N2-phenyl-o-phenylendiamin",NC1=C(NC2=CC=CC=C2)C=C(Cl)C=C1,170,-0.10937206,D,20,166.098,218.686,102,-1033.625624,-1033.634899,-0.00927439,-1033.460693,-1033.470229,-0.009536,3.3929,4.6477,-0.20082,0.2289,-0.02911,0.17285,425.1682739,0,-1.7678,-0.88009,0.43647,-1.55348,26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
