StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
XDOBGTROEORTFM-UHFFFAOYSA-N,"N-(4,4'-bis-dimethylamino-benzhydrylidene)-benzamide; N-(4,4'-Bis-dimethylamino-benzhydryliden)-benzamid; N-Benzoyl-auramin",CN(C)c1ccc(cc1)C(=NC(=O)c2ccccc2)c3ccc(cc3)N(C)C,9.25,-1.603796042,D,16,457.79,371.482,179,0.092093567,0.083346634,-0.008746933,0.434139,0.424817,-0.009322,6.788,6.7343,-0.30225,0.1667,-0.01362,0.14334,687.3115234,-0.536965,-2.333822,-0.536965,0.642376,-1.606448,53,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
XECWCIGULVRDKS-UHFFFAOYSA-N,"1,1,4,4-tetraphenyl-but-2-ene-1,4-diol; 1,1,4,4-Tetraphenyl-but-2-en-1,4-diol",OC(C=CC(O)(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4,100 g solvent dissolves. 0.0179 g Substance.; higher-melting form,-3.398479204,B,24,417.945,392.497,195.5,0.045422238,0.040750577,-0.004671661,0.391269,0.387222,-0.004047,1.5275,1.4227,-0.34294,0.18215,0.00183,0.18403,689.8839722,-1.161089,-2.912372,-0.580545,0.324565,-1.161089,54,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
XHKBEIYZVFBVAM-UHFFFAOYSA-N,n-dodecylacetohydroxamic acid; tetradecanehydroxamic acid; myristohydroxamic acid; Myristohydroxamsaeure; tetradecanoic acid hydroxamide; Dodecylacetohydroxamsaeure; Tetradecanehydroxamic acid,CCCCCCCCCCCCCC(=O)NO,17.0373,-1.15490196,D,26,358.706,243.39,94,-0.173032023,-0.181208927,-0.008176904,0.153281,0.146692,-0.006589,5.2806,6.0163,-0.34092,0.19315,0.01283,0.18201,606.0984497,-0.880867,-3.095135,-0.538099,0.615404,-1.229037,46,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
XJCVRTZCHMZPBD-UHFFFAOYSA-N,3-nitro-aniline; 3-nitro-benzenamine; 3 -nitroaniline,Nc1cccc(c1)[N+]([O-])=O,21.5,-0.807836975,E,25,115,138.126,112,0.02749289,0.022066108,-0.005426782,0.103738,0.098084,-0.005654,6.4709,7.3572,-0.33089,0.13506,-0.04526,0.17198,304.5560913,-0.963193,-0.59175,-0.515171,0.807394,-0.67097,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
XJHDMGJURBVLLE-BOCCBSBMSA-N,"santonin; alpha-Santonin; (6S,7S,10S,11S)-4,10,11-trimethyl-7,8,9,10-tetrahydronaphtho[16,12-b]furan-3,12(6H,11H)-dione; (3S,3aS,5aS,9bS)-3a,4,5,5a-tetrahydro-3,5a,9-trimethylnaphtha[1,2-b]furan-2,8(3H,9bH)dione; (?)-alpha-santonin; (?)-alpha-santonin; alpha-(-)-santonin",C[C@H]1[C@@H]2CC[C@@]3(C)C=CC(=O)C(=C3[C@H]2OC1=O)C,100 g solvent dissolves. 5.23 g Substance.,-0.730469196,E,20,243.679,246.306,171,-0.180247192,-0.187638572,-0.00739138,0.056084,0.047999,-0.008085,7.9089,9.243,-0.36775,0.15399,-0.02633,0.20884,446.2157288,-1.442857,-1.511356,-0.506652,0.616557,-1.442857,36,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
XJKSTNDFUHDPQJ-UHFFFAOYSA-N,"[1,1';4',1'']terphenyl; p-terphenyl",c1ccc(cc1)c2ccc(cc2)c3ccccc3,13.1277,-1.244122266,D,20,288.469,230.309,190.5,0.112463413,0.110496623,-0.00196679,0.315034,0.312954,-0.00208,0,0,-0.32913,0.17199,-0.00833,0.17022,483.6187439,0,-2.151144,-0.1733,0.157768,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
XLAJFSRYFUHAPW-UHFFFAOYSA-N,"1,2,3,5-tetranitrobenzene; 1,2,3,5-tetranitro-benzene; 1,2,3,5-Tetranitro-benzol; 1,2,4,6-Tetranitro-benzol; 1.2.3.5-Tetranitro-benzol; 1,2,3,5-Tetranitrobenzol; 1,2,4,6-Tetranitrobenzol",[O-][N+](=O)c1cc(c(c(c1)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,100 g solvent dissolves. 2.29 g Substance.,-1.109455147,D,23,104.506,258.104,126,0.060794474,0.051847101,-0.008947373,0.123255,0.111952,-0.011303,2.6383,3.3586,-0.4497,0.05886,-0.12146,0.29079,383.6480103,-3.359634,-0.479477,-0.436817,0.854354,0.037549,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
XMTQQYYKAHVGBJ-UHFFFAOYSA-N,DCMU,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,Solubility: 0.08417 mol-percent,-2.499875251,C,25,186.566,233.097,157,-0.058000709,-0.063807689,-0.00580698,0.064523,0.058353,-0.00617,5.9099,6.7283,-0.32744,0.1656,-0.01472,0.16853,419.6751404,-0.580484,-0.285162,-0.580484,0.675484,-1.54877,24,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
XPTKCHZHKMVCSX-WUKNDPDISA-N,3-ethyl-5-methyl-4-phenylazo-phenol; 3-Aethyl-5-methyl-4-phenylazo-phenol,CCc1c(N=Nc2ccccc2O)c(O)cc(C)c1c3ccccc3,100 g solvent dissolves. 82.3 g Substance.,0.477141134,F,30,378.058,240.305,95,0.00978006,0.005934987,-0.003845073,0.290826,0.286063,-0.004763,2.5197,2.76,-0.3212,0.13909,-0.04123,0.16229,592.2203369,-0.932966,-2.436489,-0.534676,0.415719,-1.225686,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
XRHGYUZYPHTUJZ-UHFFFAOYSA-N,para-chlorobenzoic acid,OC(=O)c1ccc(Cl)cc1,0.53,-2.470429908,C,20,114.264,156.569,240,-0.11804571,-0.121127864,-0.003082155,-0.055549,-0.059268,-0.003719,1.3437,1.5851,-0.37192,0.13892,-0.0414,0.21301,314.0036316,-1.068583,0.081884,-0.536074,0.659318,-1.151879,15,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
XRTGYBHBFOYLOB-UHFFFAOYSA-N,"1,1,4,4-tetraphenyl-1,4-butanediol; 1,1,4,4-tetraphenylbutane-1,4-diol; 1,1,4,4-tetraphenyl-butane-1,4-diol; 1,4-Dihydroxy-1,1,4,4-tetraphenyl-butan; 1,1,4,4-Tetraphenyl-butan-1,4-diol; alpha.delta-Dioxy-alpha.alpha.delta.delta-tetraphenyl-butan; alpha.alpha.alpha'.alpha'-Tetraphenyl-tetramethylenglykol",OC(CCC(O)(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4,100 g solvent dissolves. 0.035 g Substance.,-3.109489168,B,NA,505.181,394.513,106,0.000247558,-0.004028232,-0.00427579,0.36881,0.363598,-0.005212,0.4034,0.55,-0.34582,0.18471,0.00439,0.18691,681.4395752,-1.176854,-3.200821,-0.588427,0.332126,-1.176854,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
XRXMNWGCKISMOH-UHFFFAOYSA-N,2-bromobenzoic-acid,OC(=O)c1ccccc1Br,10.915,-1.265213368,D,20,98.326,201.019,148,-0.09349828,-0.097485138,-0.003986858,-0.030758,-0.035029,-0.004271,3.6575,4.2926,-0.36781,0.14062,-0.0397,0.2089,313.6902161,-1.0561,0.08442,-0.545948,0.664489,-1.126544,15,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
XSFBJOCBRNOCCE-VYDXJSESSA-N,benzylidene-((1R)-bornyl)-amine; benzylidene-bornylamine; Benzyliden-((1R)-bornyl)-amin; Benzal-bornylamin; Benzal-bornylamin,CC1(C)C2CC[C@@]1(C)C(C2)N=Cc3ccccc3,20.0519,-1.080538556,D,NA,328.446,241.376,58.5,0.040386527,0.038176927,-0.0022096,0.329519,0.326796,-0.002723,1.605,1.9325,-0.33983,0.17566,-0.00466,0.18092,480.3094788,0,-3.049517,-0.52156,0.17754,-0.329693,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1
XUWHAWMETYGRKB-UHFFFAOYSA-N,piperidin-2-one; 2-Piperidone; 2-delta-valerolactam; delta-valerolactame; delta-valerolactone; hexyl-2-cyclic ketone; delta-Valerolactam,O=C1CCCCN1,801.599,0.90774067,F,22,105.937,99.1326,35,-0.092312943,-0.097775766,-0.005462823,0.005748,3.20E-05,-0.005716,4.8133,5.4997,-0.35668,0.23,0.04968,0.19777,271.9621277,-0.628914,-0.373139,-0.628914,0.618757,-1.12438,16,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
XVBIIFGQJLUPRR-UHFFFAOYSA-N,cyano-(2-nitro-phenylhydrazono)-acetic acid ethyl ester; Mesoxalsaeure-aethylester-nitril-(2-nitro-phenylhydrazon); Cyan-(2-nitro-phenylhydrazono)-essigsaeure-aethylester; (2-Nitro-benzolazo)-cyanessigsaeure-aethylester; 2-(2-Nitrophenylhydrazono)cyanessigsaeureaethylester,CCOC(=O)C(=NNc1ccccc1[N+]([O-])=O)C#N,100 g solvent dissolves. 9.49 g Substance.; alpha-form,-0.498903775,E,18,227.799,262.225,115,5.26E-05,-0.004235306,-0.004287878,0.145812,0.141818,-0.003994,5.952,10.3679,-0.35606,0.10785,-0.07247,0.19715,483.8657227,-1.925131,-0.378563,-0.527368,0.867923,-1.464751,29,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
XVLCHDINOZBBPB-UHFFFAOYSA-N,"8-ethoxy-2,6-dichloro-7-methyl-7H-purine; 8-Aethoxy-2,6-dichlor-7-methyl-7H-purin; 2,6-Dichlor-8-ethoxy-7-methyl-purin",CCOc1nc2nc(Cl)nc(Cl)c2n1C,100,-0.392844623,E,NA,197.693,247.084,185.5,0.034982557,0.026441956,-0.008540601,0.140936,0.132058,-0.008878,7.4577,8.5389,-0.34744,0.13813,-0.04219,0.18853,423.7302246,-0.368797,0.353586,-0.513175,0.455288,-1.721124,23,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
YAOUORFQUQWGHU-CLFYSBASSA-N,"(Z)-3-(p-tolyl)but-2-enoic acid; (Z)-3-p-tolylbut-2-enoic acid; 3-p-tolyl-cis-crotonic acid; Niedrigerschmelzende 4.beta-Dimethyl-zimtsaeure; 3-p-Tolyl-cis-crotonsaeure; cis-4,beta-Dimethyl-zimtsaeure",c1(ccc(cc1)/C(=C\C(=O)O)/C)C,100 g solvent dissolves. 11.8 g Substance.,-0.231656761,E,20,222.539,176.215,110.5,-0.114243162,-0.118673136,-0.004429974,0.030207,0.024378,-0.005829,2.8974,3.3204,-0.34117,0.16723,-0.01309,0.18226,393.6544495,-1.109266,-1.157915,-0.5588,0.705767,-1.109266,25,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
YDLSUFFXJYEVHW-UHFFFAOYSA-N,2-azacyclononanone,O=C1CCCCCCCN1,327.5,0.365336625,F,22,209.332,141.213,348.5,-0.110664197,-0.115743036,-0.005078839,0.063809,0.058349,-0.00546,4.5848,5.274,-0.35557,0.22239,0.04207,0.19666,328.8045349,-0.616542,-1.172443,-0.616542,0.615675,-1.110519,25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
YGPLLMPPZRUGTJ-UHFFFAOYSA-N,truxene; Truxen,C1c2ccccc2c3c1c4c(Cc5ccccc45)c6c3Cc7ccccc67,0.36,-2.978281988,C,20,337.377,342.44,370,0.154428954,0.150919857,-0.003509097,0.450038,0.445883,-0.004155,0,0.0052,-0.31448,0.16501,-0.01531,0.15557,577.4675903,0,-2.891274,-0.318797,0.177382,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
YGSDEFSMJLZEOE-UHFFFAOYSA-N,salicylic acid; 2-hydroxy-1-benzoic acid; o-hydroxybenzoic acid,OC(=O)c1ccccc1O,1000 g solvent dissolves. 0.0562 Mol Substance.,-1.307759578,D,25,130.405,138.123,158,-0.18177177,-0.184807729,-0.003035959,-0.106162,-0.10984,-0.003678,2.319,2.7094,-0.35135,0.14657,-0.03375,0.19244,297.764679,-1.577102,0.173184,-0.599086,0.697241,-1.577102,16,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
YGTUPRIZNBMOFV-UHFFFAOYSA-N,2-(4-hydroxy-benzoyl)-benzoic acid; 2-(4'-hydroxybenzoyl)benzoic acid; 2(4'-hydroxybenzoyl)benzoic acid; 2-(4-hydroxybenzoyl)benzoic acid; 2-(4-Hydroxy-benzoyl)-benzoesaeure; 4'-Oxy-alpha-oxo-diphenylmethan-carbonsaeure-(2); 4'-Oxy-benzophenon-carbonsaeure-(2),OC(=O)c1ccccc1C(=O)c2ccc(O)cc2,0.121,-3.301444352,B,21,228.111,242.231,211,-0.178863623,-0.186538118,-0.007674496,-0.031229,-0.038897,-0.007668,5.3395,3.8826,-0.34833,0.14518,-0.03514,0.18942,441.6841125,-2.010949,-0.037313,-0.531181,0.647831,-2.010949,28,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
YLQWCDOCJODRMT-UHFFFAOYSA-N,9-fluorenone; fluorenone,O=C1c2ccccc2c3ccccc13,100 g solvent dissolves. 68 g Substance.,0.519243772,F,23,171.648,180.206,81,0.043165871,0.039878043,-0.003287828,0.167783,0.16425,-0.003533,3.5078,4.1202,-0.34187,0.13705,-0.04327,0.18296,368.8742065,-0.479827,-0.798282,-0.479827,0.567734,-0.479827,22,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
YMTUIACUSNJPBV-UHFFFAOYSA-N,9-chloro-2-ethoxy-6-nitro-acridine; 2-Ethoxy-6-nitro-9-chloroacridine; 9-chloro-2-ethoxy-6-nitroacridine; 2-ethoxy-9-chloro-6-nitro-acridine; 2-Aethoxy-9-chlor-6-nitro-acridin; 9-Chlor-6-nitro-2-ethoxy-acridin,CCOc1ccc2nc3cc(ccc3c(Cl)c2c1)[N+]([O-])=O,6,-1.70288556,D,20,239.916,302.717,187,0.02102725,0.015206672,-0.005820578,0.192761,0.186798,-0.005963,8.3541,9.2981,-0.32877,0.10482,-0.0755,0.16986,507.1628418,-1.348717,-1.06528,-0.498357,0.834251,-0.841258,32,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
YODZTKMDCQEPHD-UHFFFAOYSA-N,"2,2'-thiobis-ethanol; Thiodiglycol; 2,2'-Thiodiethanol",OCCSCCO,100 g solvent dissolves. 1.07 g Substance.,-1.115140672,D,25,146.045,122.188,-10.2,-0.151207051,-0.15608858,-0.004881529,-0.063738,-0.067545,-0.003807,2.0674,2.1614,-0.32736,0.19033,0.01001,0.16845,317.5033569,-1.147214,-0.598706,-0.573607,0.316834,-1.256004,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
YRNWIFYIFSBPAU-UHFFFAOYSA-N,"N,N,N',N'-tetramethylbenzidine; N,N,N',N'-tetramethyl-(1,1'-biphenyl)-4,4'-diamine",CN(C)c1ccc(cc1)c2ccc(cc2)N(C)C,20,-1.079810517,D,18,287.424,240.348,193,0.075969956,0.070392841,-0.005577115,0.326533,0.322249,-0.004284,1.2254,2.4124,-0.28392,0.19404,0.01372,0.12501,508.3673096,0,-2.520326,-0.324769,0.223572,-0.539174,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
YSEMBYWAAKOCKW-UHFFFAOYSA-N,"2,5-bis(4-hydroxybenzylidene)-cyclopentanone; 2,5-bis(4-hydroxybenzylidene)cyclopentanone; BBCP; 2,5-bis-(4-hydroxy-benzylidene)-cyclopentanone; 2,5-Bis-(4-hydroxy-benzyliden)-cyclopentanon; 2,5-Bis-<4-hydroxy-benzyliden>-cyclopentanon",Oc1ccc(cc1)C=C2CCC(=Cc3ccc(O)cc3)C2=O,0.1,-3.465879329,B,20,295.417,292.334,252.5,-0.082385388,-0.08891686,-0.006531472,0.14797,0.140937,-0.007033,2.6749,3.0982,-0.31955,0.15406,-0.02626,0.16064,546.4417114,-1.47894,-1.450044,-0.51013,0.562035,-1.47894,38,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1
YSFZWUJOBANROZ-UHFFFAOYSA-N,2-n-heptyl malonic acid; heptyl-malonic acid; Heptyl-malonsaeure; heptyl-propanedioic acid; 2-Heptyl-malonsaeure; n-Heptyl-malonsaeure; n-Heptylmalonsaeure,CCCCCCCC(C(O)=O)C(O)=O,100 g solvent dissolves. 0.0917 g Substance.,-2.401017236,C,25,250.94,202.251,96.5,-0.346387772,-0.351919034,-0.005531262,-0.14536,-0.151032,-0.005672,2.4774,2.6463,-0.41252,0.17983,-0.00049,0.25361,462.2846985,-2.061373,-0.995701,-0.527257,0.665193,-2.061373,32,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
YTRMTPPVNRALON-UHFFFAOYSA-N,cinchophen; 2-phenyl-quinoline-4-carboxylic acid; Cinchophen; 2- phenylquinoline-4-carboxylic acid; 2-phenyl-4-quinoline carboxylic acid; quinoline-2-phenyl-4-carboxylic acid; 2-Phenylquinoline-4-carboxylic acid,OC(=O)c1cc(nc2ccccc12)c3ccccc3,100 g solvent dissolves. 26.5 mg Substance.,-3.030918291,B,21,266.917,249.269,210,-0.016106766,-0.020486973,-0.004380207,0.154863,0.150627,-0.004236,1.1086,1.3973,-0.34334,0.1276,-0.05272,0.18443,468.8711548,-1.042447,-0.640947,-0.523026,0.644283,-1.361757,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1
YVGGHNCTFXOJCH-UHFFFAOYSA-N,"p,p'-DDT",Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,100 g solvent dissolves. 85 g Substance.,0.322319043,F,30,240.136,354.49,109,0.00468862,0.001359797,-0.003328824,0.136504,0.132936,-0.003568,1.2749,1.4191,-0.35379,0.15304,-0.02728,0.19488,499.9550171,0,-1.092398,-0.181964,0.19131,-0.466797,28,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
YVUQSNJEYSNKRX-UHFFFAOYSA-N,"pimozide; Pimozide; 1-[1-[4,4-bis(4-fluorophenyl)butyl]-4-piperidinyl]-1,3-dihydro-2H-benzimidazole-2-one; 1-[1-[4,4-bis(4-fluorophenyl)butyl]-4-piperidinyl]-1,3-dihydro-2H-benzimidazol-2-one; 1-[1-[4,4-bis(4-fluorophenyl)butyl]-4-piperidyl]-1,3-dihydrobenzoimidazol-2-one; RU-0000476; 1-{1-[4,4-bis-(4-fluoro-phenyl)-butyl]-piperidin-4-yl}-1,3-dihydro-benzoimidazol-2-one",Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5,Solubility: 7.60E-2 molpercent,-2.141130509,C,25,458.799,461.555,218,-0.11744869,-0.125230376,-0.007781686,0.298508,0.291649,-0.006859,5.668,6.4706,-0.31849,0.1722,-0.00812,0.15958,782.7877808,-0.555996,-2.471162,-0.555996,0.659604,-2.083042,63,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
YYGJRRYSYLLCQH-UHFFFAOYSA-N,"3-methyl-2,4,6-trinitrophenol; 2,4,6-trinitro-m-cresol; 3-Methyl-2,4,6-trinitro-phenol; 2.4.6-Trinitro-3-hydroxy-toluol; 2,4,6-Trinitro-m-kresol; 3-Methyl-pikrinsaeure; 2.4.6-Trinitro-3-oxy-1-methyl-benzol",Cc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,100 g solvent dissolves. 13.50 g Substance.,-0.313006034,E,17,131.026,243.133,108,-0.063249758,-0.071385185,-0.008135427,0.023301,0.015663,-0.007638,0.2021,0.2173,-0.41783,0.08905,-0.09127,0.25892,378.8391113,-3.19997,-0.779363,-0.597215,0.907335,-0.500069,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
YZOMFHYSOYQBFP-UHFFFAOYSA-N,"6,11,12-triphenyl-naphthacene-5-carboxylic acid; 6,11,12-Triphenyl-naphthacen-5-carbonsaeure",OC(=O)c1c2ccccc2c(c3ccccc3)c4c(c5ccccc5)c6ccccc6c(c7ccccc7)c14,0.15,-3.523396116,B,20,517.82,500.596,405,0.127426936,0.121633438,-0.005793499,0.531356,0.525748,-0.005608,3.2325,4.1106,-0.29803,0.11986,-0.06046,0.13912,724.1916504,-1.073111,-2.858101,-0.540328,0.692832,-1.073111,63,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
ZBJSGOMTEOPTBH-UHFFFAOYSA-N,"1,3,6-naphthalenetrisulfonyl chloride; naphthalene-1,3,6-trisulfonyl chloride; Naphthalin-1,3,6-trisulfonylchlorid",Cl[S](=O)(=O)c1ccc2c(c1)cc(cc2[S](Cl)(=O)=O)[S](Cl)(=O)=O,100 g solvent dissolves. 10.71 g Substance.,-0.654767962,E,20,217.866,423.703,197,-0.322940589,-0.342430274,-0.019489685,-0.236326,-0.254063,-0.017737,2.7098,3.9811,-0.41207,0.07444,-0.10588,0.25316,531.605957,-5.074842,-1.595966,-0.852258,2.432364,0.683021,27,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
ZCFSWYZFGJAUKK-UHFFFAOYSA-N,"2,3-dinitro-p-xylene; 1,4-dimethyl-2,3-dinitrobenzene; 1,4-dimethyl-2,3-dinitro-benzene; 1,4-Dimethyl-2,3-dinitro-benzol; 2,3-Dinitro-1,4-dimethyl-benzol; 2,3-Dinitro-p-xylol",Cc1ccc(C)c(c1[N+]([O-])=O)[N+]([O-])=O,150,-0.116525836,E,15,169.32,196.163,92.5,0.007824615,0.001126032,-0.006698583,0.11724,0.10999,-0.00725,7.7794,8.9832,-0.38312,0.11869,-0.06163,0.22421,365.6243896,-1.803246,-1.389299,-0.52887,0.837138,-0.128987,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
ZCJLOOJRNPHKAV-UHFFFAOYSA-N,3-(2-furyl)acrylic acid; 2-furanvinyl carboxylic acid; 3-(2-furyl)-2-propenoic acid; 3-(furan-2-y)propenoic acid; N-3-(2-furanyl)acrylic acid; 3-(furan-2-yl)acrylic acid; beta-furylacrylic acid,OC(=O)C=Cc1occc1,Solubility: 0.88 molpercent,-1.005719859,D,24.84,139.697,138.123,141,-0.132678939,-0.136536992,-0.003858054,-0.059881,-0.064317,-0.004436,2.6286,3.0586,-0.35102,0.13693,-0.04339,0.19211,320.4866333,-1.303672,0.020761,-0.545073,0.665962,-1.303672,16,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1
ZDASUJMDVPTNTF-UHFFFAOYSA-N,broxyquinoline,Oc1c(Br)cc(Br)c2cccnc12,40,-0.879315266,E,NA,122.378,302.953,198,0.02096039,0.01698259,-0.0039778,0.093673,0.089382,-0.004291,3.5155,4.0593,-0.33363,0.13317,-0.04715,0.17472,371.0904541,-0.420804,-0.237989,-0.420804,0.36217,-0.844205,18,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
ZDZHCHYQNPQSGG-UHFFFAOYSA-N,"1,1'-bisnaphthalene; 1,1' -binaphthyl; 1,1'-binaphthyl",c1ccc2c(c1)cccc2c3cccc4ccccc34,68.6691,-0.568637943,E,20,312.047,254.331,145.5,0.12916504,0.12701979,-0.002145251,0.345544,0.34323,-0.002314,0.1766,0.1835,-0.32339,0.16278,-0.01754,0.16448,483.4451294,0,-2.173091,-0.181729,0.161908,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
