StdInChIKey,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Longest_chain,1st/2nd amine,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,alcohol,aldehyde,alkene,alkyne,amide,all aromatic,azo,unfused benzene ring,Br,carbonyl,carboxyl,Cl,aromatic C,ester,ether inc. ester,F,any halides,heterocyclic,H-bond acceptor,Acidic hydroxyl,H-bond donor,I,ketone,nitrile,nitro,aromatic N,aromatic O,P,at least 1 ring,S,sulfonamide,aromatic S,thioamide,thiol
WBJRVFHVKHVZOM-ISLYRVAYSA-N,COC(=O)c1ccc(cc1)N=Nc1ccc(cc1N)N,3.1,-1.940469891,C,25,217.807,270.291,202,-911.3942621,-911.4119763,-0.017714117,-911.174329,-911.19293,-0.018601,7.1252,10.7644,-0.19861,0.19078,-0.08737,0.19882,517.7199097,-1.2106,-0.88794,-0.82817,0.81231,-3.37317,34,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WCGUUGGRBIKTOS-GPOJBZKASA-N,C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](C(C)(C)[C@@H]5CC[C@@]34C)O)[C@@H]2[C@H]1C)C(=O)O,3.7,-2.091437846,B,18,358.588,456.709,283,-1397.810256,-1397.821629,-0.01137321,-1397.131932,-1397.144117,-0.012185,1.9345,3.0063,-0.22954,0.26663,-0.01152,0.22975,668.5060425,-2.17685,-9.89738,-0.80184,0.85422,-2.17685,81,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WCNBDOGHDLNLCX-UHFFFAOYSA-N,c1cc2c3ccc(cc3C(c2cc1Cl)O)N,100 g solvent dissolves. 1 g Substance.,-1.467648316,C,18,156.045,231.681,199,-1091.602392,-1091.61632,-0.01392822,-1091.443138,-1091.457079,-0.013941,2.9482,3.8516,-0.20261,0.23354,-0.04461,0.20282,422.3910217,-0.78146,-1.4819,-0.8677,0.51422,-1.67218,26,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WDENQIQQYWYTPO-IBGZPJMESA-N,CC#CC(=O)N1CCC[C@H]1c1nc(c2ccc(cc2)C(=O)Nc2ccccn2)c2c(N)nccn12,3,-2.190811492,B,25,308.127,465.514,215,-1538.357287,-1538.3902,-0.03291243,-1537.968067,-1538.001457,-0.03339,7.0676,7.9201,-0.2023,0.21385,-0.0643,0.20251,791.2871094,-1.32623,-1.42635,-0.83512,0.69065,-5.1337,58,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
WIASIBZCNZVRJK-UHFFFAOYSA-N,C1CCC(CC1)N(C(=O)C1CCC1)O,149.193,-0.121328008,D,25,182.908,197.277,117,-635.7697381,-635.7787068,-0.008968606,-635.518399,-635.527921,-0.009522,2.8711,4.3782,-0.24738,0.26537,-0.01278,0.24759,426.1871948,-1.28028,-3.47205,-0.68047,0.69306,-1.47728,33,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WIWBHSNVCVVVOB-DYTRJAOYSA-N,CCCCc1ccc(cc1)/C(=N\Nc1ccc(C)cc1)/C(=O)O,100 g solvent dissolves. 3.5 g Substance.,-1.050605969,C,20,232.864,310.396,136,-997.2595503,-997.2737251,-0.014174829,-996.940774,-996.956457,-0.015683,3.5625,5.3347,-0.21002,0.21272,-0.06543,0.21023,632.7327881,-1.37764,-3.9407,-0.71919,0.77093,-1.92782,45,3,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WJCNZQLZVWNLKY-UHFFFAOYSA-N,c1ccc2c(c1)[nH]c(c1cscn1)n2,Solubility: 0.04 molpercent,-2.164398831,B,25,142.437,201.252,300.7,-947.7568911,-947.7671325,-0.010241423,-947.639723,-947.650148,-0.010425,2.6812,3.8348,-0.22162,0.21804,-0.06011,0.22183,383.6728821,0,-0.95981,-0.55388,0.47304,-1.09201,21,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
WJFKNYWRSNBZNX-UHFFFAOYSA-N,c1ccc2c(c1)Nc1ccccc1S2,18.2,-1.039383609,C,20,133.491,199.276,184,-915.6625952,-915.6706535,-0.008058312,-915.520646,-915.528683,-0.008037,2.1875,3.146,-0.19453,0.24921,-0.02894,0.19474,382.221405,0,-2.17686,-0.61693,0.43791,-0.30104,23,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
WJHSRFQBVYHKKL-CMWLGVBASA-N,c1cc(c(cc1c1coc2cc(cc(c2c1=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O)O,"2,1 g solvent dissolves. 1 mg Substance.",-3.07662633,A,18,289.061,448.383,259.5,-1639.756754,-1639.785534,-0.0287801,-1639.419909,-1639.450649,-0.03074,2.6352,4.3929,-0.21818,0.20876,-0.06939,0.21839,678.0422363,-7.63862,0.74651,-0.7997,0.53617,-7.63862,52,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
WLJVNTCWHIRURA-UHFFFAOYSA-N,C(CCC(=O)O)CCC(=O)O,Solubility: 0.1208E2 molpercent,0.315608112,E,25.29,116.636,160.17,104,-574.9324151,-574.9472166,-0.014801503,-574.782371,-574.797662,-0.015291,3.0733,4.298,-0.29215,0.26894,-0.00921,0.29236,378.8947449,-2.75838,-0.86438,-0.72871,0.83197,-2.75838,23,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WNLRTRBMVRJNCN-UHFFFAOYSA-N,C(CCC(=O)O)CC(=O)O,89,-0.215388012,D,25,122.3,146.143,152,-535.6178762,-535.6322794,-0.014403209,-535.493986,-535.508628,-0.014642,0,0,-0.29378,0.26743,-0.01072,0.29399,347.9710999,-2.75628,-0.40314,-0.72801,0.83201,-2.75628,20,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WNYIBZHOMJZDKN-UHFFFAOYSA-N,CC(=O)NCCNC(=O)C,131,-0.04161264,D,25,107.345,144.173,174.25,-495.8715675,-495.8918005,-0.020232971,-495.72323,-495.742752,-0.019522,0.0501,0.0698,-0.263,0.26776,-0.01039,0.26321,368.851593,-1.42134,-0.73821,-0.77307,0.68468,-2.73291,22,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WPXZZUDRJPGPTR-FMQUCBEESA-N,CCCOC(=O)c1ccc(cc1)N=Nc1ccc(cc1N)N,9.85,-1.481282533,C,25,214.251,298.345,154,-990.0283579,-990.0462717,-0.01791382,-989.756103,-989.77499,-0.018887,7.0577,10.7226,-0.19793,0.19171,-0.08644,0.19814,585.1594238,-1.21384,-1.86428,-0.82837,0.81509,-3.37672,40,2,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WPYMKLBDIGXBTP-UHFFFAOYSA-N,c1ccc(cc1)C(=O)O,335.598,0.4390219,E,24.9,102.726,122.123,121.5,-420.8419285,-420.8496612,-0.007732687,-420.758312,-420.766456,-0.008144,2.1749,2.9275,-0.27196,0.21305,-0.0651,0.27217,289.1683655,-1.37211,-0.46723,-0.7239,0.813,-1.37211,15,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WQZGKKKJIJFFOK-QTVWNMPRSA-N,C([C@@H]1[C@H]([C@@H]([C@@H](C(O)O1)O)O)O)O,Solubility: 1.36 weight-percent,-1.224872541,C,25,140.85,180.158,131.5,-687.1815559,-687.2038163,-0.022260321,-687.024304,-687.046478,-0.022174,1.9834,3.0166,-0.27366,0.2651,-0.01305,0.27387,348.3425293,-4.59093,0.35186,-0.80255,0.52074,-4.59093,24,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WRMHSUWVRRMXIN-UHFFFAOYSA-N,c1ccc(cc1)C(CC(=O)c1ccccc1)C(C#N)c1ccc(cc1)[N+](=O)[O-],1.667,-2.346744758,B,20,295.344,370.408,144,-1222.399704,-1222.422498,-0.02279378,-1222.099592,-1222.122577,-0.022985,7.0425,8.955,-0.26071,0.16324,-0.11491,0.26092,643.4376221,-1.40552,-3.50846,-0.59829,0.59295,-1.28079,46,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
WSWDNKINQWKQGR-OGLKEZPNSA-N,CCCCCCCCCCCCCCCC(=O)O[C@H]1CO[C@@H](c2ccccc2)OC1,17.5,-1.378778812,C,26,375.616,418.617,63.5,-1317.034557,-1317.04725,-0.01269276,-1316.461789,-1316.475937,-0.014148,1.1294,1.7673,-0.25304,0.25962,-0.01853,0.25325,892.5756226,-2.43002,-7.58425,-0.68805,0.84095,-2.43002,72,14,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WUPFRVISYZBSJJ-UHFFFAOYSA-N,CCCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,100 g solvent dissolves. 0.15 g Substance.,-2.554632308,B,20,361.63,424.586,138.25,-1343.877911,-1343.89471,-0.01679926,-1343.369046,-1343.386384,-0.017338,3.3206,3.9207,-0.1796,0.25797,-0.02018,0.17981,821.0511475,-1.34762,-5.43366,-0.68812,0.8363,-3.48746,67,6,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WURBFLDFSFBTLW-UHFFFAOYSA-N,c1ccc(cc1)C(=O)C(=O)c1ccccc1,100 g solvent dissolves. 4.89 g Substance.,-0.73614786,D,25,139.659,210.232,94.5,-689.9798166,-689.9901404,-0.010323815,-689.820227,-689.831512,-0.011285,3.532,5.5182,-0.24944,0.18401,-0.09414,0.24965,424.815918,-1.15002,-1.45398,-0.57501,0.51146,-1.15002,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
WXUSZELTMZPETG-MHFDELKKSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC(=O)[C@]12C)[C@@](C)(CCC(=O)O)[C@H](CC3=O)C(=O)O,88,-0.709240079,D,23,337.113,450.529,276,-1536.921672,-1536.953395,-0.03172292,-1536.427207,-1536.457905,-0.030698,7.1227,10.6278,-0.24846,0.23576,-0.04239,0.24867,683.7973022,-5.29507,-4.2801,-0.72904,0.83508,-5.29507,66,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
WZSCKTIRIGZORS-VOTSOKGWSA-N,C/C=C/CCCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,100 g solvent dissolves. 0.19 g Substance.,-2.491131172,B,20,360.278,464.651,136,-1460.592537,-1460.610304,-0.01776671,-1460.027461,-1460.046344,-0.018883,3.3306,3.9236,-0.17963,0.25775,-0.0204,0.17984,912.7093506,-1.34739,-6.39906,-0.71765,0.83626,-3.48745,74,7,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
XBCAPQKDLLQKQB-UHFFFAOYSA-N,c1ccc(cc1)C(c1ccc(cc1)Cl)(C(c1ccccc1)(c1ccc(cc1)Cl)O)O,1,-2.638838549,B,25,335.377,435.35,175,-2073.659204,-2073.669421,-0.0102166,-2073.327707,-2073.337749,-0.010042,1.5857,1.2882,-0.24943,0.23031,-0.04784,0.24964,646.0935669,-1.54155,-4.16373,-0.7712,0.51983,-1.56842,50,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
XCDXSSFOJZZGQC-UHFFFAOYSA-N,c1ccc2cc(ccc2c1)N(CCCl)CCCl,32,-0.923286124,D,15,208.126,268.186,55,-1517.699956,-1517.709904,-0.00994847,-1517.484755,-1517.495264,-0.010509,0.9394,0.8098,-0.2057,0.22818,-0.04997,0.20591,486.4398804,0,-3.12799,-0.47859,0.26695,-0.71029,32,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
XDOBGTROEORTFM-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(=NC(=O)c1ccccc1)c1ccc(cc1)N(C)C,1.6,-2.365817792,B,16,327.35,371.482,179,-1169.119548,-1169.138144,-0.01859612,-1168.738853,-1168.759436,-0.020583,6.0507,9.177,-0.19953,0.22027,-0.05788,0.19974,689.6373291,-0.66567,-4.04982,-0.66567,0.66948,-2.14365,53,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
XECWCIGULVRDKS-UHFFFAOYSA-N,c1ccc(cc1)C(C=CC(c1ccccc1)(c1ccccc1)O)(c1ccccc1)O,100 g solvent dissolves. 0.959 g Substance.; higher-melting form,-1.714775632,C,24,316.227,392.497,97.75,-1231.885037,-1231.898895,-0.01385824,-1231.502854,-1231.516119,-0.013265,2.3131,3.2506,-0.23582,0.25098,-0.02717,0.23603,690.9608765,-1.54886,-5.06054,-0.77443,0.51734,-1.54886,54,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
XEFQLINVKFYRCS-UHFFFAOYSA-N,c1cc(c(cc1Cl)Cl)Oc1ccc(cc1O)Cl,Solubility: 44.9 molpercent,0.885787518,E,24.99,191.852,289.545,57.25,-1992.536137,-1992.543687,-0.00755015,-1992.420417,-1992.428179,-0.007762,1.2853,1.7658,-0.24331,0.22561,-0.05254,0.24352,461.1251526,-1.2356,-0.94927,-0.70804,0.5318,-1.22572,24,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
XENLSUWTYBHJFY-UHFFFAOYSA-N,CCCCCCCCCCCCOC(=O)NC(=O)N,0.28,-2.98802994,B,20.7,240.994,272.388,159.5,-885.6252584,-885.6471016,-0.021843266,-885.263408,-885.285458,-0.02205,6.195,8.2841,-0.27308,0.25725,-0.0209,0.27329,637.8596802,-1.91037,-3.69449,-0.87626,0.95128,-3.49545,47,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
XEOQHVVLXIUVHB-UHFFFAOYSA-N,CC(C)C1CCC(C)CC1OC(=O)C(c1ccccc1)O,10 g solvent dissolves. 0.896 g Substance.; <dl-mandelic acid>-l-menthyl ester,-0.613450986,D,25,275.555,290.403,99.5,-927.3007465,-927.3095636,-0.008817147,-926.940709,-926.950029,-0.00932,3.5442,4.8065,-0.25198,0.24819,-0.02996,0.25219,524.4734497,-1.99168,-4.67185,-0.78501,0.82391,-1.99168,47,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
XGISLVMWAFEKFQ-OCAPTIKFSA-N,C1CS(=O)CCS1=O,22.6,-0.828414631,D,22,113.169,152.238,242.5,-1103.991273,-1104.012981,-0.02170875,-1103.902022,-1103.923681,-0.021659,5.1398,7.2199,-0.24688,0.2588,-0.01935,0.24709,294.84729,-2.03885,-2.73268,-1.02054,1.2347,0.42056,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
XGNHEICZCRPVHP-UHFFFAOYSA-N,c1ccc2c(c1)OP1(=NP3(=NP4(=N1)Oc1ccccc1O4)Oc1ccccc1O3)O2,Solubility: 0.1196 g/100g solvent,-2.687057915,B,24.89,285.359,459.231,245,-2332.985149,-2333.000096,-0.01494665,-2332.751782,-2332.767357,-0.015575,0.0049,0.0099,-0.24178,0.25148,-0.02667,0.24199,671.8428345,-4.60245,-1.60683,-1.45748,2.46707,-1.57347,42,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
XHDCBMMILVHZTB-CYYJNZCTSA-N,Cc1cc(ccc1/N=N/c1ccc(cc1)N(c1ccccc1)c1ccccc1)N(=O)=O,0.608605,-2.826812954,B,25,335.961,408.459,153.5,-1334.08062,-1334.09366,-0.0130398,-1333.742551,-1333.756581,-0.01403,10.4164,14.6479,-0.20891,0.16283,-0.11532,0.20912,709.4111938,-0.84121,-3.97888,-0.70299,0.49376,-1.24157,51,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
XLWKIQKOAXZPLJ-UHFFFAOYSA-N,CC(=CC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C)C,100 g solvent dissolves. 0.13 g Substance.,-2.569157792,B,20,342.144,380.49,141,-1224.701851,-1224.720969,-0.01911814,-1224.296791,-1224.315512,-0.018721,5.567,8.2053,-0.18453,0.23932,-0.03883,0.18474,715.6626587,-1.32446,-3.64931,-0.72149,0.83277,-3.4622,56,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
XMHSYEXULJEECF-UHFFFAOYSA-N,COc1ccc(cc1)COC(=O)NC(=O)N,0.7,-2.505568561,B,17,147.055,224.216,180,-798.7472525,-798.7714102,-0.024157658,-798.572866,-798.597823,-0.024957,6.1497,8.7207,-0.23676,0.2525,-0.02565,0.23697,457.4171448,-2.45079,0.49255,-0.88098,0.94993,-4.04192,28,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
XMMRNCHTDONGRJ-UHFFFAOYSA-N,c1cc(ccc1C=CC(=O)O)[N+](=O)[O-],0.97,-2.299143214,B,25,128.151,193.159,285.5,-702.7565131,-702.7710013,-0.014488206,-702.645598,-702.660378,-0.01478,3.5233,4.5866,-0.27654,0.15172,-0.12643,0.27675,382.5391541,-2.17957,-0.46946,-0.71826,0.78047,-1.68101,21,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
XPOFTPYDSZJRKX-VOVZHTNUSA-N,CC(=O)[C@@]12[C@@H](C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](C[C@]13C)O)O2,Solubility: 0.07946 mol-percent,-1.866310262,C,25.05,255.155,344.451,241,-1117.977378,-1117.99634,-0.01896249,-1117.56946,-1117.58868,-0.01922,6.9217,9.414,-0.23732,0.22455,-0.0536,0.23753,544.4979248,-2.58797,-4.77689,-0.79358,0.58301,-2.58797,53,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
XRHGYUZYPHTUJZ-UHFFFAOYSA-N,c1cc(ccc1C(=O)O)Cl,45.327,-0.538348802,D,25,93.949,156.569,239,-880.4373881,-880.4450264,-0.007638289,-880.365636,-880.373688,-0.008052,1.3906,1.9056,-0.27035,0.20397,-0.07418,0.27056,313.6114502,-1.36586,-0.26529,-0.72204,0.81284,-1.36109,15,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
XSTCQMIXQXXYCY-UHFFFAOYSA-N,CC(C)(O)P1(=O)OCC2(CO1)COP(=O)(C(C)(C)O)OC2,Solubility: 0.1842 molpercent,-1.501169197,C,24.47,249.074,344.238,208,-1717.062671,-1717.088117,-0.02544674,-1716.764398,-1716.790407,-0.026009,0.87,1.8233,-0.2818,0.26201,-0.01614,0.28201,524.782959,-7.23916,-3.74189,-1.12289,2.40233,-2.4345,43,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
XUGISPSHIFXEHZ-VEVYEIKRSA-N,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)C,5,-1.933182466,C,20,354.596,428.699,115,-1284.516428,-1284.523685,-0.00725658,-1283.85752,-1283.865738,-0.008218,2.2991,3.1911,-0.23773,0.27245,-0.0057,0.23794,770.326416,-1.22029,-10.31098,-0.779,0.82868,-1.22029,79,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
XXVXIPPJGSLKSX-UHFFFAOYSA-N,C(CCCNC(=O)OCCCCO)CCNC(=O)OCCCCO,54,-0.809734245,D,20,349.667,348.44,104,-1189.90744,-1189.936121,-0.02868088,-1189.484297,-1189.510603,-0.026306,0,0,-0.26174,0.27381,-0.00434,0.26195,764.0169678,-4.22446,-2.95934,-0.80873,0.93176,-5.57726,56,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
XYPACLZTPMHPLB-UHFFFAOYSA-N,Cc1ccc2c(ccc(c2n1)O)[N+](=O)[O-],2.51,-1.910350113,C,20,152.191,204.185,134.25,-721.0067884,-721.0170338,-0.010245364,-720.877419,-720.886939,-0.00952,4.9702,6.658,-0.25038,0.16922,-0.10893,0.25059,377.962677,-1.5548,-0.86745,-0.71978,0.53795,-1.56004,23,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
XYUFQWDLRLHUPB-UHFFFAOYSA-N,CC(C)(C)c1ccc(cc1)C(=O)NN,263.6,0.137054209,E,25,172.574,192.261,122.75,-613.5494599,-613.5609188,-0.011458962,-613.332823,-613.344937,-0.012114,3.2761,4.4195,-0.25655,0.22858,-0.04957,0.25676,419.7880554,-0.69135,-2.5228,-0.73337,0.66393,-1.91943,30,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
XYYVYLMBEZUESM-CMKMFDCUSA-N,CN1CC[C@]23[C@H]4C=CC(=O)[C@@H]3Oc3c(ccc(C[C@@H]14)c23)OC,1.7,-2.242824864,B,20,241.863,297.354,185,-977.7563957,-977.7729445,-0.016548796,-977.459414,-977.475909,-0.016495,5.4345,7.9655,-0.20974,0.20447,-0.07368,0.20995,493.4241638,-1.67566,-2.47938,-0.59532,0.53168,-2.23572,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XZPBDSRFFBZMOL-UHFFFAOYSA-N,CCCC(C)(C)OC(=O)NC(=O)N,24,-0.894470679,D,16,119.149,188.227,128,-649.7376844,-649.758405,-0.020720564,-649.534948,-649.555172,-0.020224,6.0016,8.1377,-0.26892,0.25787,-0.02028,0.26913,417.7156372,-1.92063,-1.02271,-0.88305,0.95704,-3.51486,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
XZYCIROALNOXCY-UHFFFAOYSA-N,c1ccc(cc1)C(c1ccccc1Cl)(C(c1ccccc1)(c1ccccc1Cl)O)O,0.24,-3.258627307,A,25,300.71,435.35,181.5,-2073.626135,-2073.643322,-0.0171869,-2073.290391,-2073.310621,-0.02023,3.7465,6.9127,-0.24095,0.23715,-0.041,0.24116,616.4240112,-1.55786,-4.09444,-0.7816,0.52622,-1.55271,50,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
XZZNDPSIHUTMOC-UHFFFAOYSA-N,c1ccc(cc1)OP(=O)(Oc1ccccc1)Oc1ccccc1,704,0.333971557,E,25,235.706,326.288,48.925,-1337.306392,-1337.318456,-0.01206351,-1337.068207,-1337.080762,-0.012555,2.9233,4.0381,-0.24911,0.25043,-0.02772,0.24932,563.7473755,-3.57797,-2.95546,-1.09968,2.62613,-0.95184,38,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
YAXHKYDUTPKQCQ-AVPQAVFTSA-N,CCCC(=Cc1ccco1)C=NNC(=O)N,25.0399,-0.946268355,D,22,139.656,221.259,176.5,-742.9009494,-742.9160483,-0.015098903,-742.692931,-742.708736,-0.015805,5.1613,7.0029,-0.20837,0.20514,-0.07301,0.20858,466.6248474,-1.20085,-1.39742,-0.88379,0.78913,-2.8569,31,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
